,Dorm,Network,PID,In_degree,Out_degree,Degree_centrality,in_degree_centrality,out_degree_centrality,eigenvector_centrality,closeness_centrality,betweenness_centrality,load_centrality,harmonic_centrality,local_reaching_centrality
70,FroSoCo,SpendTime,9c55oZo4RA,1,0,0.007575758,0.007575758,0,1.82E-132,0.007575758,0,0,1,0
71,FroSoCo,SpendTime,BfAnw7gIq3,2,0,0.015151515,0.015151515,0,1.58E-05,0.056060606,0,0,9.925396825,0
72,FroSoCo,SpendTime,Co9YeTnNS6,1,0,0.007575758,0.007575758,0,3.08E-05,0.066911046,0,0,10.03333333,0
73,FroSoCo,SpendTime,CxrOXj2F0o,1,0,0.007575758,0.007575758,0,1.82E-132,0.007575758,0,0,1,0
74,FroSoCo,SpendTime,DaB6OHdq1a,3,0,0.022727273,0.022727273,0,0.267261201,0.030934343,0,0,4.833333333,0
75,FroSoCo,SpendTime,DcekLY0ewm,1,0,0.007575758,0.007575758,0,2.77E-05,0.059604667,0,0,9.185714286,0
76,FroSoCo,SpendTime,DxjncaCXBa,2,0,0.015151515,0.015151515,0,3.84E-06,0.046276013,0,0,8.501984127,0
77,FroSoCo,SpendTime,EzEKw1zpAO,3,0,0.022727273,0.022727273,0,1.30E-05,0.051118663,0,0,10.06706349,0
78,FroSoCo,SpendTime,FDU1b2Ylqq,1,0,0.007575758,0.007575758,0,5.11E-05,0.078569789,0,0,11.76666667,0
79,FroSoCo,SpendTime,G5PIoRIPAh,3,0,0.022727273,0.022727273,0,5.63E-05,0.071525601,0,0,12.25238095,0
80,FroSoCo,SpendTime,Gi3TltVJiP,2,0,0.015151515,0.015151515,0,0.000111422,0.081025095,0,0,12.93333333,0
81,FroSoCo,SpendTime,HMWuSgVcOG,1,0,0.007575758,0.007575758,0,1.09E-05,0.048920812,0,0,8.036507937,0
82,FroSoCo,SpendTime,HTkUtR3IUF,3,0,0.022727273,0.022727273,0,0.000113444,0.087153043,0,0,14.08333333,0
83,FroSoCo,SpendTime,HsfezHa87a,3,0,0.022727273,0.022727273,0,2.05E-130,0.024242424,0,0,3.5,0
84,FroSoCo,SpendTime,I0Uu3KnrWZ,2,0,0.015151515,0.015151515,0,0.267261201,0.023674242,0,0,3.5,0
85,FroSoCo,SpendTime,JKYGh18hd6,4,0,0.03030303,0.03030303,0,0.400891802,0.034090909,0,0,5,0
86,FroSoCo,SpendTime,MSo9TI3cUe,1,0,0.007575758,0.007575758,0,1.27E-53,0.011363636,0,0,1.833333333,0
87,FroSoCo,SpendTime,NIh8xHqf2A,1,0,0.007575758,0.007575758,0,1.82E-132,0.007575758,0,0,1,0
88,FroSoCo,SpendTime,OpWqm52qCB,7,0,0.053030303,0.053030303,0,0.000196904,0.11151841,0,0,18.73333333,0
89,FroSoCo,SpendTime,OvKWMaI0QD,3,0,0.022727273,0.022727273,0,1.13E-05,0.059395501,0,0,10.76547619,0
90,FroSoCo,SpendTime,Ox2D0RqGO3,3,0,0.022727273,0.022727273,0,3.91E-53,0.022727273,0,0,3,0
91,FroSoCo,SpendTime,RIHDZqBY8V,1,0,0.007575758,0.007575758,0,1.47E-05,0.056984682,0,0,8.94047619,0
92,FroSoCo,SpendTime,RUML4LtW0i,1,0,0.007575758,0.007575758,0,1.82E-132,0.007575758,0,0,1,0
93,FroSoCo,SpendTime,S20np09g72,1,0,0.007575758,0.007575758,0,1.82E-132,0.007575758,0,0,1,0
94,FroSoCo,SpendTime,Sl8bkR36rX,4,0,0.03030303,0.03030303,0,7.16E-05,0.092600108,0,0,15.18333333,0
95,FroSoCo,SpendTime,TtH9z9qTFW,1,0,0.007575758,0.007575758,0,1.10E-67,0.015151515,0,0,2.333333333,0
96,FroSoCo,SpendTime,UVVRXQXC7P,1,0,0.007575758,0.007575758,0,1.82E-132,0.007575758,0,0,1,0
97,FroSoCo,SpendTime,Ugp6B5ycfU,2,0,0.015151515,0.015151515,0,2.12E-05,0.068231659,0,0,11.16666667,0
98,FroSoCo,SpendTime,X0glhRvEc2,4,0,0.03030303,0.03030303,0,0.133630601,0.037296037,0,0,5.833333333,0
99,FroSoCo,SpendTime,XgwDGaQZpl,1,0,0.007575758,0.007575758,0,1.83E-06,0.036908228,0,0,6.497763348,0
100,FroSoCo,SpendTime,Ybg4EJffam,1,0,0.007575758,0.007575758,0,2.77E-05,0.059604667,0,0,9.185714286,0
101,FroSoCo,SpendTime,a5yiN1bcH5,6,0,0.045454545,0.045454545,0,0.000117601,0.087891628,0,0,16.29285714,0
102,FroSoCo,SpendTime,ageCLhiZ5g,2,0,0.015151515,0.015151515,0,9.21E-06,0.057880391,0,0,9.90952381,0
103,FroSoCo,SpendTime,avWfrmpVcb,3,0,0.022727273,0.022727273,0,1.82E-05,0.049152664,0,0,9.733730159,0
104,FroSoCo,SpendTime,b7NvhB2kJF,1,0,0.007575758,0.007575758,0,1.27E-53,0.011363636,0,0,1.833333333,0
105,FroSoCo,SpendTime,bcXPI8Cd4j,1,0,0.007575758,0.007575758,0,1.82E-132,0.007575758,0,0,1,0
106,FroSoCo,SpendTime,cdO95waeaT,2,0,0.015151515,0.015151515,0,3.62E-132,0.015151515,0,0,2,0
107,FroSoCo,SpendTime,edH3HDfP0x,1,0,0.007575758,0.007575758,0,1.82E-132,0.007575758,0,0,1,0
108,FroSoCo,SpendTime,fStlxfqOGf,1,0,0.007575758,0.007575758,0,2.02E-130,0.01010101,0,0,1.5,0
109,FroSoCo,SpendTime,g1LhdTmUmN,1,0,0.007575758,0.007575758,0,1.83E-06,0.036908228,0,0,6.497763348,0
110,FroSoCo,SpendTime,g79hjhynXt,1,0,0.007575758,0.007575758,0,1.82E-132,0.007575758,0,0,1,0
111,FroSoCo,SpendTime,gwanYQNyyF,1,0,0.007575758,0.007575758,0,1.10E-67,0.015151515,0,0,2.333333333,0
112,FroSoCo,SpendTime,gwbuiSH4jb,2,0,0.015151515,0.015151515,0,1.54E-05,0.066058676,0,0,11.45595238,0
113,FroSoCo,SpendTime,hEGdQGMGYy,2,0,0.015151515,0.015151515,0,9.59E-54,0.017316017,0,0,2.833333333,0
114,FroSoCo,SpendTime,hIwvHt3Hkb,2,0,0.015151515,0.015151515,0,7.36E-05,0.070552463,0,0,11.96904762,0
115,FroSoCo,SpendTime,hv7YuTGQtf,1,0,0.007575758,0.007575758,0,0.133630601,0.018939394,0,0,2.833333333,0
116,FroSoCo,SpendTime,kRuX5v4BMT,2,0,0.015151515,0.015151515,0,1.10E-67,0.017217631,0,0,3.083333333,0
117,FroSoCo,SpendTime,mqiYO9LP3s,1,0,0.007575758,0.007575758,0,1.82E-132,0.007575758,0,0,1,0
118,FroSoCo,SpendTime,n08loMfJH7,1,0,0.007575758,0.007575758,0,9.21E-06,0.055166022,0,0,8.90952381,0
119,FroSoCo,SpendTime,oFmEg5VrVP,2,0,0.015151515,0.015151515,0,9.59E-54,0.017316017,0,0,2.833333333,0
120,FroSoCo,SpendTime,pIBAV3LSfI,2,0,0.015151515,0.015151515,0,1.10E-67,0.021043771,0,0,3.333333333,0
121,FroSoCo,SpendTime,rIB9BMY7WX,2,0,0.015151515,0.015151515,0,4.17E-05,0.073036705,0,0,11.5,0
122,FroSoCo,SpendTime,riO7cCo1Vb,1,0,0.007575758,0.007575758,0,2.02E-130,0.01010101,0,0,1.5,0
123,FroSoCo,SpendTime,svA4cplTNm,1,0,0.007575758,0.007575758,0,1.82E-132,0.007575758,0,0,1,0
124,FroSoCo,SpendTime,tyKxYflgzB,2,0,0.015151515,0.015151515,0,1.10E-67,0.02020202,0,0,3,0
125,FroSoCo,SpendTime,vJNFD09Q9r,1,0,0.007575758,0.007575758,0,4.49E-05,0.071035699,0,0,10.83333333,0
126,FroSoCo,SpendTime,wEzJlSmMXA,2,0,0.015151515,0.015151515,0,1.48E-05,0.051358657,0,0,9.036507937,0
127,FroSoCo,SpendTime,wUdqU4TKuR,1,0,0.007575758,0.007575758,0,1.82E-132,0.007575758,0,0,1,0
128,FroSoCo,SpendTime,wlePP9RE4T,6,0,0.045454545,0.045454545,0,0.000118614,0.096022727,0,0,16.81666667,0
129,FroSoCo,SpendTime,xOjTqPyXaA,2,0,0.015151515,0.015151515,0,1.10E-67,0.017217631,0,0,3.083333333,0
130,FroSoCo,SpendTime,ytOMF7QQDC,2,0,0.015151515,0.015151515,0,1.10E-67,0.017217631,0,0,3.083333333,0
131,FroSoCo,SpendTime,z6nrCUBzHf,1,0,0.007575758,0.007575758,0,3.84E-06,0.043757576,0,0,7.251984127,0
132,FroSoCo,SpendTime,zFMIWB264U,3,0,0.022727273,0.022727273,0,1.48E-05,0.05384452,0,0,10.03650794,0
0,JRo,CloseFrds,0S0hJZKYOx,4,6,0.12195122,0.048780488,0.073170732,0.002351697,0.102439024,0.010585335,0.010673868,12.23730159,0.62195122
1,JRo,CloseFrds,1o4xSIjveg,4,6,0.12195122,0.048780488,0.073170732,1.71E-26,0.055749129,0.013550136,0.013550136,5.666666667,0.743902439
2,JRo,CloseFrds,3H9reqfpXw,2,5,0.085365854,0.024390244,0.06097561,0.000621056,0.091541256,0.059682285,0.059357121,10.92027417,0.62195122
3,JRo,CloseFrds,3q32bPAiOw,1,3,0.048780488,0.012195122,0.036585366,2.90E-68,0.012195122,0.000376393,0.000376393,1,0.036585366
4,JRo,CloseFrds,64Y7y22rEk,2,6,0.097560976,0.024390244,0.073170732,1.28E-26,0.045911047,0.019120747,0.019120747,4.583333333,0.743902439
5,JRo,CloseFrds,8og3CYBzZm,7,6,0.158536585,0.085365854,0.073170732,0.250056705,0.19380356,0.134780702,0.134719295,19.7,0.62195122
6,JRo,CloseFrds,8rsekwqjFy,5,6,0.134146341,0.06097561,0.073170732,0.197349319,0.176329468,0.066862749,0.066951889,17.76666667,0.62195122
7,JRo,CloseFrds,BdMK1pChJw,4,6,0.12195122,0.048780488,0.073170732,0.000177487,0.084361549,0.031677206,0.031805179,11.22027417,0.62195122
8,JRo,CloseFrds,C1SZ12HcDP,1,6,0.085365854,0.012195122,0.073170732,0.000592684,0.088527552,0.050659355,0.050775369,9.786940837,0.62195122
9,JRo,CloseFrds,d3LANq2wa9,0,5,0.06097561,0,0.06097561,3.16E-70,0,0,0,0,0.634146341
10,JRo,CloseFrds,E3N2MzFtLE,1,6,0.085365854,0.012195122,0.073170732,7.81E-43,0.012195122,0.001879454,0.001869417,1,0.646341463
11,JRo,CloseFrds,gzcKYcsAhv,3,2,0.06097561,0.036585366,0.024390244,1.71E-26,0.045911047,0.000301114,0.000301114,4.916666667,0.743902439
12,JRo,CloseFrds,gzMvr3oLnV,3,6,0.109756098,0.036585366,0.073170732,0.000164601,0.084032012,0.041502977,0.041509836,10.72027417,0.62195122
13,JRo,CloseFrds,H02ssmXS5c,1,6,0.085365854,0.012195122,0.073170732,7.81E-43,0.012195122,0.00052695,0.00052695,1,0.853658537
14,JRo,CloseFrds,h18lnvVtk3,2,3,0.06097561,0.024390244,0.036585366,0.106865423,0.126542324,0,0,13.22738095,0.62195122
15,JRo,CloseFrds,h2yn09VXH2,3,3,0.073170732,0.036585366,0.036585366,5.36E-05,0.07884189,0.013399578,0.013399578,10.63889999,0.036585366
16,JRo,CloseFrds,iYFWRTHXLd,7,6,0.158536585,0.085365854,0.073170732,0.253166454,0.162971175,0.017420495,0.017899562,18.45952381,0.62195122
17,JRo,CloseFrds,kqPtAZZXbV,5,6,0.134146341,0.06097561,0.073170732,0.056352001,0.176329468,0.147718181,0.147847034,18.20952381,0.62195122
18,JRo,CloseFrds,KWWR2O9VsR,1,6,0.085365854,0.012195122,0.073170732,0.00013272,0.077942736,0.022809395,0.022809395,8.446464646,0.62195122
19,JRo,CloseFrds,lW8ZkmiGUN,11,6,0.207317073,0.134146341,0.073170732,0.444816465,0.199186992,0.047877178,0.04937017,22.06666667,0.62195122
20,JRo,CloseFrds,LyoqotSy1C,5,6,0.134146341,0.06097561,0.073170732,0.127393839,0.140602582,0.00948617,0.009501823,15.76785714,0.62195122
21,JRo,CloseFrds,mFJ71HQO5l,6,6,0.146341463,0.073170732,0.073170732,0.318164494,0.179268293,0.015339614,0.016690923,18.68333333,0.62195122
22,JRo,CloseFrds,mqxstEqwVb,5,6,0.134146341,0.06097561,0.073170732,0.248514578,0.15256876,0.014200431,0.012496236,16.57619048,0.62195122
23,JRo,CloseFrds,nWMPROD5Yc,1,6,0.085365854,0.012195122,0.073170732,7.81E-43,0.016260163,0.003487905,0.003462812,1.5,0.646341463
24,JRo,CloseFrds,oA0q2Po7xf,5,6,0.134146341,0.06097561,0.073170732,0.013694677,0.149390244,0.134087748,0.1342028,16.53452381,0.62195122
25,JRo,CloseFrds,oCJk7DBfSV,1,6,0.085365854,0.012195122,0.073170732,7.81E-43,0.016260163,0.009836395,0.009861488,1.5,0.792682927
26,JRo,CloseFrds,op8ylvWbRU,4,6,0.12195122,0.048780488,0.073170732,0.001995193,0.088893368,0.002521603,0.002414663,11.1536075,0.62195122
27,JRo,CloseFrds,PVRXpdKXA2,4,3,0.085365854,0.048780488,0.036585366,0.118639415,0.151494332,0.023615234,0.023704373,15.76666667,0.62195122
28,JRo,CloseFrds,qE7hQs4Yjh,1,6,0.085365854,0.012195122,0.073170732,4.27E-27,0.028906956,0.033912978,0.033912978,3.2,0.743902439
29,JRo,CloseFrds,qlW80PPG5s,3,6,0.109756098,0.036585366,0.073170732,0.001557874,0.088527552,0.000222251,0.000219562,10.6536075,0.62195122
30,JRo,CloseFrds,qwjw2OMYHs,3,6,0.109756098,0.036585366,0.073170732,0.239596344,0.148359966,0.009416269,0.010718826,15.24285714,0.62195122
31,JRo,CloseFrds,RUvkeUnmUT,1,6,0.085365854,0.012195122,0.073170732,7.81E-43,0.012195122,0.009635652,0.009635652,1,0.853658537
32,JRo,CloseFrds,RXKOQoICEb,0,4,0.048780488,0,0.048780488,3.16E-70,0,0,0,0,0.804878049
33,JRo,CloseFrds,s4Bl0qrmiY,6,6,0.146341463,0.073170732,0.073170732,0.002774407,0.106496015,0.120995345,0.120809495,13.95396825,0.62195122
34,JRo,CloseFrds,sM0SccVthb,1,3,0.048780488,0.012195122,0.036585366,7.81E-43,0.012195122,0.001932149,0.001919603,1,0.646341463
35,JRo,CloseFrds,T3iNOulFja,6,6,0.146341463,0.073170732,0.073170732,0.361805573,0.177786737,0.024164604,0.021366556,18.51666667,0.62195122
36,JRo,CloseFrds,tlEPecpT6G,3,6,0.109756098,0.036585366,0.073170732,7.31E-05,0.073420461,0.001415236,0.001380106,9.505566656,0.62195122
37,JRo,CloseFrds,TMviB96FLR,3,5,0.097560976,0.036585366,0.06097561,8.54E-27,0.03902439,0.028342367,0.028342367,4.616666667,0.743902439
38,JRo,CloseFrds,uAKoPLZITf,5,5,0.12195122,0.06097561,0.06097561,0.14822782,0.146341463,0.00471853,0.004734183,16.14285714,0.62195122
39,JRo,CloseFrds,XicY81sN67,6,5,0.134146341,0.073170732,0.06097561,0.112674735,0.15256876,0.021296068,0.021274549,17.08452381,0.62195122
40,JRo,CloseFrds,xlEtG92n42,5,6,0.134146341,0.06097561,0.073170732,0.002483529,0.090768756,0.010024363,0.009992702,12.12027417,0.62195122
41,JRo,CloseFrds,yfTJjVftmj,5,6,0.134146341,0.06097561,0.073170732,0.00497515,0.123633305,0.120930886,0.120837202,14.63849206,0.62195122
42,JRo,CloseFrds,Ys49IAhnXq,0,3,0.036585366,0,0.036585366,3.16E-70,0,0,0,0,0.634146341
43,JRo,CloseFrds,yvMU3B38rq,0,1,0.012195122,0,0.012195122,3.16E-70,0,0,0,0,0.012195122
44,JRo,CloseFrds,Z4sBfxX6Yf,0,4,0.048780488,0,0.048780488,3.16E-70,0,0,0,0,0.048780488
45,JRo,CloseFrds,ZeTPVfP3gk,4,3,0.085365854,0.048780488,0.036585366,0.08398331,0.129591537,0.001555756,0.001605942,14.10238095,0.62195122
46,JRo,CloseFrds,zyMXsjc6Nj,5,6,0.134146341,0.06097561,0.073170732,0.002944381,0.104937537,0.01367573,0.013595616,13.20396825,0.62195122
47,JRo,CloseFrds,1wEjhQBrKw,1,0,0.012195122,0.012195122,0,0.00013272,0.081110721,0,0,8.946464646,0
48,JRo,CloseFrds,3ieA82yXj8,2,0,0.024390244,0.024390244,0,1.28E-26,0.05198973,0,0,5.083333333,0
49,JRo,CloseFrds,3kgAmNt5QZ,3,0,0.036585366,0.036585366,0,2.84E-05,0.087398374,0,0,11.34960317,0
50,JRo,CloseFrds,4mb9btuaNX,1,0,0.012195122,0.012195122,0,2.90E-68,0.012195122,0,0,1,0
51,JRo,CloseFrds,4mjHjcseiq,1,0,0.012195122,0.012195122,0,0.027136726,0.115044798,0,0,11.61468254,0
52,JRo,CloseFrds,5W4GCgL7j4,3,0,0.036585366,0.036585366,0,0.001221713,0.093953252,0,0,11.7036075,0
53,JRo,CloseFrds,6LdVRQDRKS,1,0,0.012195122,0.012195122,0,2.13E-27,0.027439024,0,0,3.126190476,0
54,JRo,CloseFrds,7sb6LXSIoI,13,0,0.158536585,0.158536585,0,0.041417595,0.218608853,0,0,24.80119048,0
55,JRo,CloseFrds,AVYF6ynyyl,4,0,0.048780488,0.048780488,0,1.92E-26,0.070557491,0,0,6.5,0
56,JRo,CloseFrds,CThI2R0ewP,1,0,0.012195122,0.012195122,0,0.00106144,0.103911431,0,0,10.90396825,0
57,JRo,CloseFrds,DstYrHFZt9,8,0,0.097560976,0.097560976,0,0.438875575,0.191949237,0,0,20.51666667,0
58,JRo,CloseFrds,IMB4n3UJdT,3,0,0.036585366,0.036585366,0,1.71E-26,0.058072009,0,0,5.916666667,0
59,JRo,CloseFrds,IPtjNxjBAw,1,0,0.012195122,0.012195122,0,1.15E-05,0.071544715,0,0,8.585148185,0
60,JRo,CloseFrds,IgAjERSXYM,1,0,0.012195122,0.012195122,0,1.15E-05,0.071544715,0,0,8.585148185,0
61,JRo,CloseFrds,J8F7myARcy,1,0,0.012195122,0.012195122,0,0.052937269,0.12254772,0,0,12.09404762,0
62,JRo,CloseFrds,JZnxPK4suw,1,0,0.012195122,0.012195122,0,2.90E-68,0.012195122,0,0,1,0
63,JRo,CloseFrds,KK9quMhEGv,1,0,0.012195122,0.012195122,0,1.32E-66,0.016260163,0,0,1.5,0
64,JRo,CloseFrds,RunEBN2C6y,1,0,0.012195122,0.012195122,0,0.00013272,0.081110721,0,0,8.946464646,0
65,JRo,CloseFrds,SL72KyJM9u,2,0,0.024390244,0.024390244,0,7.81E-43,0.033875339,0,0,3.333333333,0
66,JRo,CloseFrds,SuwBrsLOd1,4,0,0.048780488,0.048780488,0,8.88E-05,0.076696532,0,0,10.50556666,0
67,JRo,CloseFrds,TIqoZ2suOW,5,0,0.06097561,0.06097561,0,0.014933763,0.158454739,0,0,17.28452381,0
68,JRo,CloseFrds,VorwYjE9sx,2,0,0.024390244,0.024390244,0,2.84E-05,0.083205832,0,0,9.666269841,0
69,JRo,CloseFrds,XgbHYXbrWi,2,0,0.024390244,0.024390244,0,0.00291809,0.12254772,0,0,12.80515873,0
70,JRo,CloseFrds,aiYaF1tNF1,1,0,0.012195122,0.012195122,0,7.81E-43,0.018292683,0,0,1.833333333,0
71,JRo,CloseFrds,ax2ZMqAVsp,3,0,0.036585366,0.036585366,0,0.003575559,0.125970841,0,0,13.9718254,0
72,JRo,CloseFrds,gSmwslphlH,3,0,0.036585366,0.036585366,0,2.84E-05,0.075672295,0,0,9.736122211,0
73,JRo,CloseFrds,hKEayixdWM,1,0,0.012195122,0.012195122,0,0.000530817,0.080531359,0,0,9.255988456,0
74,JRo,CloseFrds,huNYJkmsmM,2,0,0.024390244,0.024390244,0,2.84E-05,0.073780488,0,0,8.602788878,0
75,JRo,CloseFrds,ieKAbaIbqJ,1,0,0.012195122,0.012195122,0,7.81E-43,0.016260163,0,0,1.5,0
76,JRo,CloseFrds,lAfPFlsD8f,3,0,0.036585366,0.036585366,0,0.0120578,0.143622806,0,0,14.86785714,0
77,JRo,CloseFrds,mFuQIDSvgz,2,0,0.024390244,0.024390244,0,1.56E-42,0.024390244,0,0,2,0
78,JRo,CloseFrds,pR4PZ4imOZ,5,0,0.06097561,0.06097561,0,0.0120578,0.146420653,0,0,16.03452381,0
79,JRo,CloseFrds,pSg7iUJ3ZG,1,0,0.012195122,0.012195122,0,2.90E-68,0.012195122,0,0,1,0
80,JRo,CloseFrds,tIkYjYRyuF,2,0,0.024390244,0.024390244,0,1.07E-26,0.042948038,0,0,4.616666667,0
81,JRo,CloseFrds,th8pQptGf8,1,0,0.012195122,0.012195122,0,3.52E-05,0.075413982,0,0,8.672233322,0
82,JRo,CloseFrds,zqPS4jMkLK,1,0,0.012195122,0.012195122,0,7.81E-43,0.018292683,0,0,1.833333333,0
0,JRo,EmpSupp,0S0hJZKYOx,1,6,0.104477612,0.014925373,0.089552239,0.074195919,0.071592246,0.009686416,0.009686416,6.672330447,0.611940299
1,JRo,EmpSupp,1o4xSIjveg,0,3,0.044776119,0,0.044776119,4.42E-88,0,0,0,0,0.641791045
2,JRo,EmpSupp,3H9reqfpXw,2,1,0.044776119,0.029850746,0.014925373,0.069560407,0.098032564,0.03946932,0.039461782,9.154761905,0.611940299
3,JRo,EmpSupp,64Y7y22rEk,0,3,0.044776119,0,0.044776119,4.42E-88,0,0,0,0,0.641791045
4,JRo,EmpSupp,8og3CYBzZm,2,6,0.119402985,0.029850746,0.089552239,0.054458879,0.099732551,0.015430424,0.015434193,9.200396825,0.611940299
5,JRo,EmpSupp,8rsekwqjFy,3,1,0.059701493,0.044776119,0.014925373,0.11758758,0.141733194,0.001899593,0.001922207,12.86190476,0.014925373
6,JRo,EmpSupp,BdMK1pChJw,1,6,0.104477612,0.014925373,0.089552239,2.48E-37,0.019900498,0.009158752,0.009158752,1.5,0.641791045
7,JRo,EmpSupp,C1SZ12HcDP,5,2,0.104477612,0.074626866,0.029850746,0.107525442,0.128759189,0.106852103,0.106852103,12.4702381,0.611940299
8,JRo,EmpSupp,E3N2MzFtLE,2,3,0.074626866,0.029850746,0.044776119,0.157336039,0.137470542,0.008367255,0.008367255,12.0952381,0.044776119
9,JRo,EmpSupp,gzcKYcsAhv,0,1,0.014925373,0,0.014925373,4.42E-88,0,0,0,0,0.014925373
10,JRo,EmpSupp,gzMvr3oLnV,0,1,0.014925373,0,0.014925373,4.42E-88,0,0,0,0,0.014925373
11,JRo,EmpSupp,H02ssmXS5c,1,3,0.059701493,0.014925373,0.044776119,0.069560407,0.094800722,0.030830695,0.030830695,8.297619048,0.611940299
12,JRo,EmpSupp,h18lnvVtk3,1,5,0.089552239,0.014925373,0.074626866,0.086108073,0.103938141,0.079941203,0.079941203,8.698809524,0.611940299
13,JRo,EmpSupp,h2yn09VXH2,0,2,0.029850746,0,0.029850746,4.42E-88,0,0,0,0,0.029850746
14,JRo,EmpSupp,iYFWRTHXLd,2,1,0.044776119,0.029850746,0.014925373,0.086108073,0.107835821,0.003505201,0.003505201,9.86547619,0.611940299
15,JRo,EmpSupp,kqPtAZZXbV,1,6,0.104477612,0.014925373,0.089552239,7.47E-86,0.014925373,0.002992613,0.002996382,1,0.626865672
16,JRo,EmpSupp,KWWR2O9VsR,0,2,0.029850746,0,0.029850746,4.42E-88,0,0,0,0,0.641791045
17,JRo,EmpSupp,lW8ZkmiGUN,9,6,0.223880597,0.134328358,0.089552239,0.356853481,0.167511955,0.145771144,0.14574853,16.78333333,0.611940299
18,JRo,EmpSupp,LyoqotSy1C,1,2,0.044776119,0.014925373,0.029850746,1.65E-37,0.014925373,0,0,1,0.641791045
19,JRo,EmpSupp,mFJ71HQO5l,4,6,0.149253731,0.059701493,0.089552239,0.123518336,0.119817579,0.033242877,0.033242877,11.40357143,0.611940299
20,JRo,EmpSupp,mqxstEqwVb,3,5,0.119402985,0.044776119,0.074626866,0.195301073,0.129727303,0.119402985,0.119402985,11.92857143,0.611940299
21,JRo,EmpSupp,nWMPROD5Yc,6,4,0.149253731,0.089552239,0.059701493,0.086623949,0.158291113,0.081916177,0.081919946,14.65,0.611940299
22,JRo,EmpSupp,oA0q2Po7xf,0,6,0.089552239,0,0.089552239,4.42E-88,0,0,0,0,0.656716418
23,JRo,EmpSupp,oCJk7DBfSV,0,1,0.014925373,0,0.014925373,4.42E-88,0,0,0,0,0.014925373
24,JRo,EmpSupp,op8ylvWbRU,3,2,0.074626866,0.044776119,0.029850746,0.205247919,0.095854063,0.010590984,0.010515604,9.755952381,0.611940299
25,JRo,EmpSupp,qE7hQs4Yjh,5,5,0.149253731,0.074626866,0.074626866,0.08872445,0.152687888,0.061668928,0.061680235,13.95,0.611940299
26,JRo,EmpSupp,qlW80PPG5s,3,1,0.059701493,0.044776119,0.014925373,0.168290739,0.082950631,0.008103422,0.008103422,8.749242424,0.611940299
27,JRo,EmpSupp,qwjw2OMYHs,1,2,0.044776119,0.014925373,0.029850746,0.054458879,0.097478708,0,0,8.283730159,0.611940299
28,JRo,EmpSupp,RUvkeUnmUT,0,6,0.089552239,0,0.089552239,4.42E-88,0,0,0,0,0.656716418
29,JRo,EmpSupp,RXKOQoICEb,0,1,0.014925373,0,0.014925373,4.42E-88,0,0,0,0,0.626865672
30,JRo,EmpSupp,s4Bl0qrmiY,2,6,0.119402985,0.029850746,0.089552239,0.157775521,0.111314396,0.142620232,0.142657923,10.48134921,0.611940299
31,JRo,EmpSupp,sM0SccVthb,0,2,0.029850746,0,0.029850746,4.42E-88,0,0,0,0,0.626865672
32,JRo,EmpSupp,T3iNOulFja,3,3,0.089552239,0.044776119,0.044776119,0.171234871,0.144989339,0.074295191,0.074287653,12.64285714,0.611940299
33,JRo,EmpSupp,tlEPecpT6G,2,3,0.074626866,0.029850746,0.044776119,2.48E-37,0.029850746,0.000565355,0.000565355,2,0.641791045
34,JRo,EmpSupp,TMviB96FLR,4,1,0.074626866,0.059701493,0.014925373,0.114614653,0.154051173,0.022161918,0.022161918,13.41666667,0.611940299
35,JRo,EmpSupp,uAKoPLZITf,1,3,0.059701493,0.014925373,0.044776119,1.65E-37,0.014925373,0.000226142,0.000226142,1,0.641791045
36,JRo,EmpSupp,XicY81sN67,3,4,0.104477612,0.044776119,0.059701493,0.038191423,0.125027039,0.068867782,0.068860244,11.27619048,0.611940299
37,JRo,EmpSupp,xlEtG92n42,2,5,0.104477612,0.029850746,0.074626866,0.102271824,0.094800722,0.016960651,0.017036032,9.089285714,0.611940299
38,JRo,EmpSupp,yfTJjVftmj,4,6,0.149253731,0.059701493,0.089552239,0.250337595,0.096931075,0.057666214,0.057666214,10.42261905,0.611940299
39,JRo,EmpSupp,Ys49IAhnXq,0,4,0.059701493,0,0.059701493,4.42E-88,0,0,0,0,0.626865672
40,JRo,EmpSupp,yvMU3B38rq,0,1,0.014925373,0,0.014925373,4.42E-88,0,0,0,0,0.014925373
41,JRo,EmpSupp,Z4sBfxX6Yf,0,1,0.014925373,0,0.014925373,4.42E-88,0,0,0,0,0.014925373
42,JRo,EmpSupp,ZeTPVfP3gk,2,1,0.044776119,0.029850746,0.014925373,0.226705307,0.143283582,0,0,12.5952381,0.014925373
43,JRo,EmpSupp,zyMXsjc6Nj,3,3,0.089552239,0.044776119,0.044776119,0.23356986,0.083351359,0.008819539,0.008781848,8.915909091,0.611940299
44,JRo,EmpSupp,1wEjhQBrKw,3,0,0.044776119,0.044776119,0,0.134379592,0.114272388,0,0,11.46190476,0
45,JRo,EmpSupp,3ieA82yXj8,1,0,0.014925373,0.014925373,0,7.47E-86,0.014925373,0,0,1,0
46,JRo,EmpSupp,4mjHjcseiq,3,0,0.044776119,0.044776119,0,0.062202218,0.153643547,0,0,13.15,0
47,JRo,EmpSupp,5W4GCgL7j4,2,0,0.029850746,0.029850746,0,0.148065771,0.086652048,0,0,8.749242424,0
