,Dorm,Network,PID,In_degree,Out_degree,Degree_centrality,in_degree_centrality,out_degree_centrality,eigenvector_centrality,closeness_centrality,betweenness_centrality,load_centrality,harmonic_centrality,local_reaching_centrality
54,Norcliffe&Adelfa,CloseFrds,MN2roeewqe,2,0,0.02247191,0.02247191,0,0.137387926,0.025682183,0,0,2.833333333,0
55,Norcliffe&Adelfa,CloseFrds,MonelVXt8l,1,0,0.011235955,0.011235955,0,2.81E-53,0.016853933,0,0,1.833333333,0
56,Norcliffe&Adelfa,CloseFrds,N2zX0sLjpD,1,0,0.011235955,0.011235955,0,8.91E-57,0.011235955,0,0,1,0
57,Norcliffe&Adelfa,CloseFrds,NQ4jTAON5p,2,0,0.02247191,0.02247191,0,6.21E-06,0.025280899,0,0,2.5,0
58,Norcliffe&Adelfa,CloseFrds,Pq4E84V9ZA,3,0,0.033707865,0.033707865,0,0.0001318,0.039325843,0,0,4.583333333,0
59,Norcliffe&Adelfa,CloseFrds,RDymGq2esd,1,0,0.011235955,0.011235955,0,2.81E-53,0.016853933,0,0,1.833333333,0
60,Norcliffe&Adelfa,CloseFrds,RhssoVCSKD,1,0,0.011235955,0.011235955,0,6.15E-55,0.014981273,0,0,1.5,0
61,Norcliffe&Adelfa,CloseFrds,TKxBQrPAI9,1,0,0.011235955,0.011235955,0,6.15E-55,0.014981273,0,0,1.5,0
62,Norcliffe&Adelfa,CloseFrds,VDRRC7ehJn,2,0,0.02247191,0.02247191,0,6.24E-55,0.02247191,0,0,2,0
63,Norcliffe&Adelfa,CloseFrds,WaySYf4Qjj,1,0,0.011235955,0.011235955,0,6.15E-55,0.014981273,0,0,1.5,0
64,Norcliffe&Adelfa,CloseFrds,WbtOEyYMVE,5,0,0.056179775,0.056179775,0,0.581984593,0.056179775,0,0,5,0
65,Norcliffe&Adelfa,CloseFrds,YGAhqfk3wM,1,0,0.011235955,0.011235955,0,3.64E-06,0.028892456,0,0,3.083333333,0
66,Norcliffe&Adelfa,CloseFrds,Z0mKU1BWlZ,1,0,0.011235955,0.011235955,0,8.91E-57,0.011235955,0,0,1,0
67,Norcliffe&Adelfa,CloseFrds,aP8mTipHl6,1,0,0.011235955,0.011235955,0,8.91E-57,0.011235955,0,0,1,0
68,Norcliffe&Adelfa,CloseFrds,cVKuOVhzS8,3,0,0.033707865,0.033707865,0,0.137387926,0.040449438,0,0,4.333333333,0
69,Norcliffe&Adelfa,CloseFrds,ccPhoH4WLk,3,0,0.033707865,0.033707865,0,0.137387926,0.040449438,0,0,4.333333333,0
70,Norcliffe&Adelfa,CloseFrds,dDt83GzpUH,6,0,0.06741573,0.06741573,0,0.000186016,0.066093853,0,0,7.583333333,0
71,Norcliffe&Adelfa,CloseFrds,dcNG8Y644g,3,0,0.033707865,0.033707865,0,5.42E-05,0.035955056,0,0,4.616666667,0
72,Norcliffe&Adelfa,CloseFrds,fOUbazVOBF,1,0,0.011235955,0.011235955,0,0.222298334,0.020224719,0,0,2,0
73,Norcliffe&Adelfa,CloseFrds,gWhlKlCKbU,1,0,0.011235955,0.011235955,0,6.15E-55,0.014981273,0,0,1.5,0
74,Norcliffe&Adelfa,CloseFrds,gZVZJEXHa9,1,0,0.011235955,0.011235955,0,8.91E-57,0.011235955,0,0,1,0
75,Norcliffe&Adelfa,CloseFrds,i4iPYyPeVt,1,0,0.011235955,0.011235955,0,8.91E-57,0.011235955,0,0,1,0
76,Norcliffe&Adelfa,CloseFrds,k2rt3UWaVN,1,0,0.011235955,0.011235955,0,8.91E-57,0.011235955,0,0,1,0
77,Norcliffe&Adelfa,CloseFrds,m5M5EOQOsX,5,0,0.056179775,0.056179775,0,8.79E-06,0.059925094,0,0,6.333333333,0
78,Norcliffe&Adelfa,CloseFrds,ngf39Gf552,1,0,0.011235955,0.011235955,0,8.91E-57,0.011235955,0,0,1,0
79,Norcliffe&Adelfa,CloseFrds,oPl0PQEbPA,1,0,0.011235955,0.011235955,0,8.91E-57,0.011235955,0,0,1,0
80,Norcliffe&Adelfa,CloseFrds,pFeCFipi9T,1,0,0.011235955,0.011235955,0,6.15E-55,0.014981273,0,0,1.5,0
81,Norcliffe&Adelfa,CloseFrds,rl1k9pPGtE,1,0,0.011235955,0.011235955,0,8.91E-57,0.011235955,0,0,1,0
82,Norcliffe&Adelfa,CloseFrds,snJkYfMmCU,1,0,0.011235955,0.011235955,0,8.91E-57,0.011235955,0,0,1,0
83,Norcliffe&Adelfa,CloseFrds,ueSGzfrfXf,1,0,0.011235955,0.011235955,0,7.76E-05,0.032385988,0,0,3.416666667,0
84,Norcliffe&Adelfa,CloseFrds,veuEXdzWtZ,1,0,0.011235955,0.011235955,0,8.91E-57,0.011235955,0,0,1,0
85,Norcliffe&Adelfa,CloseFrds,wKPRpEmQJb,1,0,0.011235955,0.011235955,0,8.91E-57,0.011235955,0,0,1,0
86,Norcliffe&Adelfa,CloseFrds,xkHTelUSw1,1,0,0.011235955,0.011235955,0,8.91E-57,0.011235955,0,0,1,0
87,Norcliffe&Adelfa,CloseFrds,xvzjtNYEpI,1,0,0.011235955,0.011235955,0,8.91E-57,0.011235955,0,0,1,0
88,Norcliffe&Adelfa,CloseFrds,yUUyOH5Ra2,2,0,0.02247191,0.02247191,0,2.81E-53,0.025682183,0,0,2.833333333,0
89,Norcliffe&Adelfa,CloseFrds,zVVfDpOdV8,1,0,0.011235955,0.011235955,0,6.15E-55,0.014981273,0,0,1.5,0
0,Norcliffe&Adelfa,EmpSupp,1DevlLjIJA,0,6,0.101694915,0,0.101694915,1.37E-09,0,0,0,0,0.186440678
1,Norcliffe&Adelfa,EmpSupp,2Pfp2nVBqy,0,1,0.016949153,0,0.016949153,1.37E-09,0,0,0,0,0.016949153
2,Norcliffe&Adelfa,EmpSupp,3JJB9B9P8B,0,1,0.016949153,0,0.016949153,1.37E-09,0,0,0,0,0.016949153
3,Norcliffe&Adelfa,EmpSupp,3X7Lx3DmLm,1,1,0.033898305,0.016949153,0.016949153,4.99E-06,0.033898305,0.001168907,0.001168907,2.333333333,0.016949153
4,Norcliffe&Adelfa,EmpSupp,6DQSaTchol,1,1,0.033898305,0.016949153,0.016949153,0.18333947,0.02259887,0.000584454,0.000584454,1.5,0.016949153
5,Norcliffe&Adelfa,EmpSupp,aFugA5Gh5g,1,3,0.06779661,0.016949153,0.050847458,0.18333947,0.016949153,0.000584454,0.000584454,1,0.101694915
6,Norcliffe&Adelfa,EmpSupp,CYa8gz9HEx,1,1,0.033898305,0.016949153,0.016949153,3.82E-08,0.016949153,0.000292227,0.000292227,1,0.016949153
7,Norcliffe&Adelfa,EmpSupp,cYbokvjWX1,0,2,0.033898305,0,0.033898305,1.37E-09,0,0,0,0,0.050847458
8,Norcliffe&Adelfa,EmpSupp,EeAmP6mrIs,0,1,0.016949153,0,0.016949153,1.37E-09,0,0,0,0,0.016949153
9,Norcliffe&Adelfa,EmpSupp,g3ki0wbZGW,1,1,0.033898305,0.016949153,0.016949153,3.82E-08,0.016949153,0.000292227,0.000292227,1,0.016949153
10,Norcliffe&Adelfa,EmpSupp,hvKKl4UtyM,1,1,0.033898305,0.016949153,0.016949153,0.18333947,0.016949153,0,0,1,0.016949153
11,Norcliffe&Adelfa,EmpSupp,iDhpnhoLGP,0,1,0.016949153,0,0.016949153,1.37E-09,0,0,0,0,0.016949153
12,Norcliffe&Adelfa,EmpSupp,IqXgzZV7v1,0,1,0.016949153,0,0.016949153,1.37E-09,0,0,0,0,0.016949153
13,Norcliffe&Adelfa,EmpSupp,JdYtZdlT1L,1,4,0.084745763,0.016949153,0.06779661,0.18333947,0.016949153,0.00087668,0.00087668,1,0.101694915
14,Norcliffe&Adelfa,EmpSupp,L38VzijXk1,0,3,0.050847458,0,0.050847458,1.37E-09,0,0,0,0,0.13559322
15,Norcliffe&Adelfa,EmpSupp,nLgFX5aZt0,2,1,0.050847458,0.033898305,0.016949153,0.275009205,0.033898305,0.000584454,0.000584454,2,0.033898305
16,Norcliffe&Adelfa,EmpSupp,NpLNmFfQzz,0,1,0.016949153,0,0.016949153,1.37E-09,0,0,0,0,0.050847458
17,Norcliffe&Adelfa,EmpSupp,OCNBPYMXAe,1,1,0.033898305,0.016949153,0.016949153,0.18333947,0.016949153,0,0,1,0.016949153
18,Norcliffe&Adelfa,EmpSupp,OtKau3exc3,1,1,0.033898305,0.016949153,0.016949153,3.82E-08,0.016949153,0.000292227,0.000292227,1,0.016949153
19,Norcliffe&Adelfa,EmpSupp,pOXbLCxDX9,0,1,0.016949153,0,0.016949153,1.37E-09,0,0,0,0,0.016949153
20,Norcliffe&Adelfa,EmpSupp,qVceBtp1iH,1,2,0.050847458,0.016949153,0.033898305,3.82E-08,0.016949153,0.001461134,0.001461134,1,0.101694915
21,Norcliffe&Adelfa,EmpSupp,sCXx0vuiYH,0,3,0.050847458,0,0.050847458,1.37E-09,0,0,0,0,0.050847458
22,Norcliffe&Adelfa,EmpSupp,tTtUeBjXjS,0,4,0.06779661,0,0.06779661,1.37E-09,0,0,0,0,0.084745763
23,Norcliffe&Adelfa,EmpSupp,tYTZU1UMDK,0,1,0.016949153,0,0.016949153,1.37E-09,0,0,0,0,0.033898305
24,Norcliffe&Adelfa,EmpSupp,uJ1FtrYgCs,2,4,0.101694915,0.033898305,0.06779661,5.55E-07,0.038135593,0.003798948,0.003798948,2.5,0.084745763
25,Norcliffe&Adelfa,EmpSupp,UK5OyXrn7f,0,2,0.033898305,0,0.033898305,1.37E-09,0,0,0,0,0.033898305
26,Norcliffe&Adelfa,EmpSupp,vcq5AXPnYK,0,1,0.016949153,0,0.016949153,1.37E-09,0,0,0,0,0.016949153
27,Norcliffe&Adelfa,EmpSupp,Vpa8AoYbIs,1,6,0.118644068,0.016949153,0.101694915,0.18333947,0.016949153,0.001461134,0.001461134,1,0.118644068
28,Norcliffe&Adelfa,EmpSupp,xj9S8rKwFy,1,2,0.050847458,0.016949153,0.033898305,0.275009203,0.02259887,0.000584454,0.000584454,1.5,0.033898305
29,Norcliffe&Adelfa,EmpSupp,YHbWkJXO1k,0,2,0.033898305,0,0.033898305,1.37E-09,0,0,0,0,0.033898305
30,Norcliffe&Adelfa,EmpSupp,YVUNrTFesM,1,2,0.050847458,0.016949153,0.033898305,0.18333947,0.016949153,0,0,1,0.118644068
31,Norcliffe&Adelfa,EmpSupp,3jiYSyX4iN,1,0,0.016949153,0.016949153,0,0.18333947,0.02259887,0,0,1.5,0
32,Norcliffe&Adelfa,EmpSupp,AoUtUPEsgt,1,0,0.016949153,0.016949153,0,3.82E-08,0.016949153,0,0,1,0
33,Norcliffe&Adelfa,EmpSupp,BLTAezgE4D,2,0,0.033898305,0.033898305,0,0.183344461,0.055469954,0,0,3.833333333,0
34,Norcliffe&Adelfa,EmpSupp,CTeIusM2p1,1,0,0.016949153,0.016949153,0,0.18333947,0.02259887,0,0,1.5,0
35,Norcliffe&Adelfa,EmpSupp,Cyz20SkXmj,1,0,0.016949153,0.016949153,0,4.99E-06,0.033898305,0,0,2.333333333,0
36,Norcliffe&Adelfa,EmpSupp,E3iZFpsSmn,1,0,0.016949153,0.016949153,0,3.82E-08,0.016949153,0,0,1,0
37,Norcliffe&Adelfa,EmpSupp,E4PvBnZAbE,1,0,0.016949153,0.016949153,0,3.25E-05,0.032594524,0,0,2.416666667,0
38,Norcliffe&Adelfa,EmpSupp,GHgN50BpZm,1,0,0.016949153,0.016949153,0,3.82E-08,0.016949153,0,0,1,0
39,Norcliffe&Adelfa,EmpSupp,GIS3jlrdMz,1,0,0.016949153,0.016949153,0,0.18333947,0.02259887,0,0,1.5,0
40,Norcliffe&Adelfa,EmpSupp,GeJJwHT7ql,1,0,0.016949153,0.016949153,0,0.18333947,0.02259887,0,0,1.5,0
41,Norcliffe&Adelfa,EmpSupp,GpA02w4gvg,1,0,0.016949153,0.016949153,0,3.82E-08,0.016949153,0,0,1,0
42,Norcliffe&Adelfa,EmpSupp,HF3j4jHkoj,1,0,0.016949153,0.016949153,0,3.82E-08,0.016949153,0,0,1,0
43,Norcliffe&Adelfa,EmpSupp,MN2roeewqe,1,0,0.016949153,0.016949153,0,3.82E-08,0.016949153,0,0,1,0
44,Norcliffe&Adelfa,EmpSupp,MonelVXt8l,1,0,0.016949153,0.016949153,0,3.82E-08,0.016949153,0,0,1,0
45,Norcliffe&Adelfa,EmpSupp,Pq4E84V9ZA,1,0,0.016949153,0.016949153,0,0.18333947,0.02259887,0,0,1.5,0
46,Norcliffe&Adelfa,EmpSupp,RDymGq2esd,1,0,0.016949153,0.016949153,0,3.82E-08,0.016949153,0,0,1,0
47,Norcliffe&Adelfa,EmpSupp,VDRRC7ehJn,1,0,0.016949153,0.016949153,0,5.18E-07,0.02259887,0,0,1.5,0
48,Norcliffe&Adelfa,EmpSupp,WbtOEyYMVE,6,0,0.101694915,0.101694915,0,0.458349263,0.11393597,0,0,8.166666667,0
49,Norcliffe&Adelfa,EmpSupp,YGAhqfk3wM,1,0,0.016949153,0.016949153,0,3.82E-08,0.016949153,0,0,1,0
50,Norcliffe&Adelfa,EmpSupp,ccPhoH4WLk,1,0,0.016949153,0.016949153,0,5.18E-07,0.02259887,0,0,1.5,0
51,Norcliffe&Adelfa,EmpSupp,dDt83GzpUH,7,0,0.118644068,0.118644068,0,0.366679123,0.118644068,0,0,7,0
52,Norcliffe&Adelfa,EmpSupp,i4iPYyPeVt,1,0,0.016949153,0.016949153,0,3.82E-08,0.016949153,0,0,1,0
53,Norcliffe&Adelfa,EmpSupp,m5M5EOQOsX,5,0,0.084745763,0.084745763,0,5.62E-06,0.08716707,0,0,5.5,0
54,Norcliffe&Adelfa,EmpSupp,ngf39Gf552,1,0,0.016949153,0.016949153,0,3.82E-08,0.016949153,0,0,1,0
55,Norcliffe&Adelfa,EmpSupp,oPl0PQEbPA,1,0,0.016949153,0.016949153,0,3.82E-08,0.016949153,0,0,1,0
56,Norcliffe&Adelfa,EmpSupp,rl1k9pPGtE,1,0,0.016949153,0.016949153,0,0.18333947,0.02259887,0,0,1.5,0
57,Norcliffe&Adelfa,EmpSupp,ueSGzfrfXf,1,0,0.016949153,0.016949153,0,0.18333947,0.02259887,0,0,1.5,0
58,Norcliffe&Adelfa,EmpSupp,yUUyOH5Ra2,1,0,0.016949153,0.016949153,0,3.82E-08,0.016949153,0,0,1,0
59,Norcliffe&Adelfa,EmpSupp,zVVfDpOdV8,1,0,0.016949153,0.016949153,0,3.82E-08,0.016949153,0,0,1,0
0,Norcliffe&Adelfa,Gossip,1DevlLjIJA,0,2,0.043478261,0,0.043478261,1.14E-262,0,0,0,0,0.043478261
1,Norcliffe&Adelfa,Gossip,2Pfp2nVBqy,0,1,0.02173913,0,0.02173913,1.14E-262,0,0,0,0,0.02173913
2,Norcliffe&Adelfa,Gossip,3JJB9B9P8B,0,1,0.02173913,0,0.02173913,1.14E-262,0,0,0,0,0.02173913
3,Norcliffe&Adelfa,Gossip,6DQSaTchol,1,1,0.043478261,0.02173913,0.02173913,0.377941618,0.043478261,0.001932367,0.001932367,2.333333333,0.02173913
4,Norcliffe&Adelfa,Gossip,aFugA5Gh5g,1,6,0.152173913,0.02173913,0.130434783,0.00174973,0.02173913,0.004830918,0.004830918,1,0.282608696
5,Norcliffe&Adelfa,Gossip,CYa8gz9HEx,0,2,0.043478261,0,0.043478261,1.14E-262,0,0,0,0,0.043478261
6,Norcliffe&Adelfa,Gossip,cYbokvjWX1,0,1,0.02173913,0,0.02173913,1.14E-262,0,0,0,0,0.065217391
7,Norcliffe&Adelfa,Gossip,EeAmP6mrIs,0,1,0.02173913,0,0.02173913,1.14E-262,0,0,0,0,0.02173913
8,Norcliffe&Adelfa,Gossip,g3ki0wbZGW,1,2,0.065217391,0.02173913,0.043478261,9.81E-260,0.02173913,0.000966184,0.000966184,1,0.043478261
9,Norcliffe&Adelfa,Gossip,hvKKl4UtyM,1,1,0.043478261,0.02173913,0.02173913,0.00174973,0.02173913,0,0,1,0.02173913
10,Norcliffe&Adelfa,Gossip,iDhpnhoLGP,0,1,0.02173913,0,0.02173913,1.14E-262,0,0,0,0,0.02173913
11,Norcliffe&Adelfa,Gossip,JdYtZdlT1L,1,3,0.086956522,0.02173913,0.065217391,0.00174973,0.02173913,0.000483092,0.000483092,1,0.282608696
12,Norcliffe&Adelfa,Gossip,nLgFX5aZt0,2,2,0.086956522,0.043478261,0.043478261,0.002624595,0.043478261,0.000966184,0.000966184,2,0.043478261
13,Norcliffe&Adelfa,Gossip,NpLNmFfQzz,0,1,0.02173913,0,0.02173913,1.14E-262,0,0,0,0,0.065217391
14,Norcliffe&Adelfa,Gossip,OCNBPYMXAe,1,1,0.043478261,0.02173913,0.02173913,0.00174973,0.02173913,0,0,1,0.02173913
15,Norcliffe&Adelfa,Gossip,OtKau3exc3,0,2,0.043478261,0,0.043478261,1.14E-262,0,0,0,0,0.043478261
16,Norcliffe&Adelfa,Gossip,pOXbLCxDX9,1,2,0.065217391,0.02173913,0.043478261,0.002624595,0.028985507,0,0,1.5,0.043478261
17,Norcliffe&Adelfa,Gossip,qVceBtp1iH,0,3,0.065217391,0,0.065217391,1.14E-262,0,0,0,0,0.065217391
18,Norcliffe&Adelfa,Gossip,tTtUeBjXjS,0,1,0.02173913,0,0.02173913,1.14E-262,0,0,0,0,0.02173913
19,Norcliffe&Adelfa,Gossip,uJ1FtrYgCs,2,2,0.086956522,0.043478261,0.043478261,0.002624595,0.043478261,0.000483092,0.000483092,2,0.043478261
20,Norcliffe&Adelfa,Gossip,UK5OyXrn7f,0,2,0.043478261,0,0.043478261,1.14E-262,0,0,0,0,0.065217391
21,Norcliffe&Adelfa,Gossip,Vpa8AoYbIs,2,5,0.152173913,0.043478261,0.108695652,0.378816483,0.048913043,0.00821256,0.00821256,2.5,0.130434783
22,Norcliffe&Adelfa,Gossip,xj9S8rKwFy,1,2,0.065217391,0.02173913,0.043478261,0.002624595,0.028985507,0,0,1.5,0.043478261
23,Norcliffe&Adelfa,Gossip,YHbWkJXO1k,0,1,0.02173913,0,0.02173913,1.14E-262,0,0,0,0,0.02173913
24,Norcliffe&Adelfa,Gossip,YVUNrTFesM,1,1,0.043478261,0.02173913,0.02173913,0.377941618,0.032608696,0,0,1.833333333,0.130434783
25,Norcliffe&Adelfa,Gossip,4bzFce1b72,1,0,0.02173913,0.02173913,0,0.00174973,0.028985507,0,0,1.5,0
26,Norcliffe&Adelfa,Gossip,AoUtUPEsgt,1,0,0.02173913,0.02173913,0,4.22E-257,0.028985507,0,0,1.5,0
27,Norcliffe&Adelfa,Gossip,BLTAezgE4D,1,0,0.02173913,0.02173913,0,0.00174973,0.028985507,0,0,1.5,0
28,Norcliffe&Adelfa,Gossip,CTeIusM2p1,2,0,0.043478261,0.043478261,0,0.003499459,0.043478261,0,0,2,0
29,Norcliffe&Adelfa,Gossip,E4PvBnZAbE,2,0,0.043478261,0.043478261,0,0.377941618,0.060386473,0,0,3.333333333,0
30,Norcliffe&Adelfa,Gossip,GHgN50BpZm,1,0,0.02173913,0.02173913,0,9.81E-260,0.02173913,0,0,1,0
31,Norcliffe&Adelfa,Gossip,GpA02w4gvg,1,0,0.02173913,0.02173913,0,9.81E-260,0.02173913,0,0,1,0
32,Norcliffe&Adelfa,Gossip,H1LnFoouTW,1,0,0.02173913,0.02173913,0,9.81E-260,0.02173913,0,0,1,0
33,Norcliffe&Adelfa,Gossip,HF3j4jHkoj,1,0,0.02173913,0.02173913,0,9.81E-260,0.02173913,0,0,1,0
34,Norcliffe&Adelfa,Gossip,JzQsbWR4R7,1,0,0.02173913,0.02173913,0,9.81E-260,0.02173913,0,0,1,0
35,Norcliffe&Adelfa,Gossip,NQ4jTAON5p,2,0,0.043478261,0.043478261,0,0.00174973,0.057971014,0,0,3,0
36,Norcliffe&Adelfa,Gossip,Pq4E84V9ZA,1,0,0.02173913,0.02173913,0,0.377066754,0.04180602,0,0,2.416666667,0
37,Norcliffe&Adelfa,Gossip,VDRRC7ehJn,1,0,0.02173913,0.02173913,0,9.81E-260,0.02173913,0,0,1,0
38,Norcliffe&Adelfa,Gossip,WbtOEyYMVE,3,0,0.065217391,0.065217391,0,0.005249189,0.069565217,0,0,3.5,0
39,Norcliffe&Adelfa,Gossip,aP8mTipHl6,1,0,0.02173913,0.02173913,0,9.81E-260,0.02173913,0,0,1,0
40,Norcliffe&Adelfa,Gossip,ccPhoH4WLk,2,0,0.043478261,0.043478261,0,0.00174973,0.048913043,0,0,2.5,0
41,Norcliffe&Adelfa,Gossip,dDt83GzpUH,2,0,0.043478261,0.043478261,0,0.377941618,0.060386473,0,0,3.333333333,0
42,Norcliffe&Adelfa,Gossip,m5M5EOQOsX,4,0,0.086956522,0.086956522,0,0.005249189,0.086956522,0,0,4,0
43,Norcliffe&Adelfa,Gossip,ngf39Gf552,1,0,0.02173913,0.02173913,0,9.81E-260,0.02173913,0,0,1,0
44,Norcliffe&Adelfa,Gossip,pFeCFipi9T,1,0,0.02173913,0.02173913,0,9.81E-260,0.02173913,0,0,1,0
45,Norcliffe&Adelfa,Gossip,snJkYfMmCU,1,0,0.02173913,0.02173913,0,9.81E-260,0.02173913,0,0,1,0
46,Norcliffe&Adelfa,Gossip,ueSGzfrfXf,1,0,0.02173913,0.02173913,0,0.377941618,0.043478261,0,0,2.333333333,0
0,Norcliffe&Adelfa,Liked,1DevlLjIJA,0,6,0.115384615,0,0.115384615,8.96E-11,0,0,0,0,0.269230769
1,Norcliffe&Adelfa,Liked,2Pfp2nVBqy,0,1,0.019230769,0,0.019230769,8.96E-11,0,0,0,0,0.019230769
2,Norcliffe&Adelfa,Liked,3JJB9B9P8B,0,2,0.038461538,0,0.038461538,8.96E-11,0,0,0,0,0.038461538
3,Norcliffe&Adelfa,Liked,3X7Lx3DmLm,0,1,0.019230769,0,0.019230769,8.96E-11,0,0,0,0,0.057692308
4,Norcliffe&Adelfa,Liked,6DQSaTchol,0,4,0.076923077,0,0.076923077,8.96E-11,0,0,0,0,0.096153846
5,Norcliffe&Adelfa,Liked,aFugA5Gh5g,0,6,0.115384615,0,0.115384615,8.96E-11,0,0,0,0,0.326923077
6,Norcliffe&Adelfa,Liked,CYa8gz9HEx,1,2,0.057692308,0.019230769,0.038461538,2.87E-09,0.019230769,0.000754148,0.000754148,1,0.038461538
7,Norcliffe&Adelfa,Liked,cYbokvjWX1,0,3,0.057692308,0,0.057692308,8.96E-11,0,0,0,0,0.057692308
8,Norcliffe&Adelfa,Liked,EeAmP6mrIs,0,1,0.019230769,0,0.019230769,8.96E-11,0,0,0,0,0.019230769
9,Norcliffe&Adelfa,Liked,g3ki0wbZGW,1,1,0.038461538,0.019230769,0.019230769,2.87E-09,0.019230769,0,0,1,0.019230769
10,Norcliffe&Adelfa,Liked,hvKKl4UtyM,0,1,0.019230769,0,0.019230769,8.96E-11,0,0,0,0,0.038461538
11,Norcliffe&Adelfa,Liked,iDhpnhoLGP,0,1,0.019230769,0,0.019230769,8.96E-11,0,0,0,0,0.019230769
12,Norcliffe&Adelfa,Liked,IqXgzZV7v1,0,1,0.019230769,0,0.019230769,8.96E-11,0,0,0,0,0.019230769
13,Norcliffe&Adelfa,Liked,L38VzijXk1,1,1,0.038461538,0.019230769,0.019230769,8.62E-08,0.034615385,0.00188537,0.00188537,2,0.096153846
14,Norcliffe&Adelfa,Liked,nLgFX5aZt0,0,1,0.019230769,0,0.019230769,8.96E-11,0,0,0,0,0.076923077
15,Norcliffe&Adelfa,Liked,NpLNmFfQzz,0,3,0.057692308,0,0.057692308,8.96E-11,0,0,0,0,0.096153846
16,Norcliffe&Adelfa,Liked,OCNBPYMXAe,1,1,0.038461538,0.019230769,0.019230769,2.87E-09,0.019230769,0.000377074,0.000377074,1,0.019230769
17,Norcliffe&Adelfa,Liked,OtKau3exc3,0,3,0.057692308,0,0.057692308,8.96E-11,0,0,0,0,0.057692308
18,Norcliffe&Adelfa,Liked,pOXbLCxDX9,1,1,0.038461538,0.019230769,0.019230769,8.62E-08,0.034615385,0.000377074,0.000377074,2,0.019230769
19,Norcliffe&Adelfa,Liked,qVceBtp1iH,3,4,0.134615385,0.057692308,0.076923077,1.70E-06,0.060096154,0.007164404,0.007164404,3.833333333,0.076923077
20,Norcliffe&Adelfa,Liked,tTtUeBjXjS,0,1,0.019230769,0,0.019230769,8.96E-11,0,0,0,0,0.019230769
21,Norcliffe&Adelfa,Liked,tYTZU1UMDK,0,3,0.057692308,0,0.057692308,8.96E-11,0,0,0,0,0.096153846
22,Norcliffe&Adelfa,Liked,uJ1FtrYgCs,2,6,0.153846154,0.038461538,0.115384615,5.65E-09,0.038461538,0.005656109,0.005656109,2,0.230769231
23,Norcliffe&Adelfa,Liked,UK5OyXrn7f,1,1,0.038461538,0.019230769,0.019230769,8.62E-08,0.034615385,0.00188537,0.00188537,2,0.096153846
24,Norcliffe&Adelfa,Liked,vcq5AXPnYK,0,2,0.038461538,0,0.038461538,8.96E-11,0,0,0,0,0.038461538
25,Norcliffe&Adelfa,Liked,Vpa8AoYbIs,3,2,0.096153846,0.057692308,0.038461538,0.577349982,0.061538462,0.001508296,0.001508296,3.5,0.038461538
26,Norcliffe&Adelfa,Liked,xj9S8rKwFy,2,3,0.096153846,0.038461538,0.057692308,5.65E-09,0.038461538,0.00188537,0.00188537,2,0.057692308
27,Norcliffe&Adelfa,Liked,YHbWkJXO1k,0,1,0.019230769,0,0.019230769,8.96E-11,0,0,0,0,0.019230769
28,Norcliffe&Adelfa,Liked,YVUNrTFesM,3,1,0.076923077,0.057692308,0.019230769,0.577349982,0.061538462,0.000377074,0.000377074,3.5,0.038461538
29,Norcliffe&Adelfa,Liked,JdYtZdlT1L,0,3,0.057692308,0,0.057692308,8.96E-11,0,0,0,0,0.057692308
30,Norcliffe&Adelfa,Liked,3jiYSyX4iN,1,0,0.019230769,0.019230769,0,4.45E-08,0.025641026,0,0,1.5,0
31,Norcliffe&Adelfa,Liked,9r9R0yNzfJ,1,0,0.019230769,0.019230769,0,2.87E-09,0.019230769,0,0,1,0
32,Norcliffe&Adelfa,Liked,BLTAezgE4D,3,0,0.057692308,0.057692308,0,9.18E-08,0.057692308,0,0,3,0
33,Norcliffe&Adelfa,Liked,BVJRobudVb,1,0,0.019230769,0.019230769,0,8.62E-08,0.034615385,0,0,2,0
34,Norcliffe&Adelfa,Liked,Cyz20SkXmj,1,0,0.019230769,0.019230769,0,8.62E-08,0.034615385,0,0,2,0
35,Norcliffe&Adelfa,Liked,DI56T8Tnz5,2,0,0.038461538,0.038461538,0,5.65E-09,0.038461538,0,0,2,0
36,Norcliffe&Adelfa,Liked,E4PvBnZAbE,2,0,0.038461538,0.038461538,0,1.22E-05,0.053254438,0,0,3.583333333,0
37,Norcliffe&Adelfa,Liked,FjTWohEryS,1,0,0.019230769,0.019230769,0,2.87E-09,0.019230769,0,0,1,0
38,Norcliffe&Adelfa,Liked,GeJJwHT7ql,2,0,0.038461538,0.038461538,0,1.31E-07,0.060096154,0,0,3.5,0
39,Norcliffe&Adelfa,Liked,H1LnFoouTW,1,0,0.019230769,0.019230769,0,2.87E-09,0.019230769,0,0,1,0
40,Norcliffe&Adelfa,Liked,HF3j4jHkoj,2,0,0.038461538,0.038461538,0,5.65E-09,0.038461538,0,0,2,0
41,Norcliffe&Adelfa,Liked,MN2roeewqe,1,0,0.019230769,0.019230769,0,2.87E-09,0.019230769,0,0,1,0
42,Norcliffe&Adelfa,Liked,NQ4jTAON5p,1,0,0.019230769,0.019230769,0,8.62E-08,0.034615385,0,0,2,0
43,Norcliffe&Adelfa,Liked,TKxBQrPAI9,1,0,0.019230769,0.019230769,0,1.22E-05,0.049450549,0,0,3.083333333,0
