"","PID","total_weighted_empathy_network","avg_weighted_empathy_network","avg_empathy_network","Dorm","subject_wellbeing","Nomination","shortest_path_length","nomination_empathy","nomination_empathic_concern","weighted_empathy","avg_empathy_network_z","total_weighted_empathy_network_z","avg_weighted_empathy_network_z","subject_wellbeing_z"
"62","08JYVDNSVE",55.6666666666667,1.32539682539683,3.12698412698413,"Cedro",NA,"Iu0sA8ZEAa",3,3.35416666666667,3.25,1.11805555555556,0.358221151422501,0.814370509205093,0.469438978090238,NA
"63","08JYVDNSVE",55.6666666666667,1.32539682539683,3.12698412698413,"Cedro",NA,"KwUaX2gNsS",2,NA,NA,NA,0.358221151422501,0.814370509205093,0.469438978090238,NA
"64","08JYVDNSVE",55.6666666666667,1.32539682539683,3.12698412698413,"Cedro",NA,"LFZjeuLVta",4,3.35416666666667,3.75,0.838541666666668,0.358221151422501,0.814370509205093,0.469438978090238,NA
"65","08JYVDNSVE",55.6666666666667,1.32539682539683,3.12698412698413,"Cedro",NA,"LYnOGjg03C",2,2.75,3.25,1.375,0.358221151422501,0.814370509205093,0.469438978090238,NA
"66","08JYVDNSVE",55.6666666666667,1.32539682539683,3.12698412698413,"Cedro",NA,"PAfhnhVBGM",4,2.77083333333333,2.75,0.692708333333332,0.358221151422501,0.814370509205093,0.469438978090238,NA
"67","08JYVDNSVE",55.6666666666667,1.32539682539683,3.12698412698413,"Cedro",NA,"XoYNGBwzqv",4,2.77083333333333,3.25,0.692708333333332,0.358221151422501,0.814370509205093,0.469438978090238,NA
"68","08JYVDNSVE",55.6666666666667,1.32539682539683,3.12698412698413,"Cedro",NA,"zXBSJOzGIH",1,2.875,2.5,2.875,0.358221151422501,0.814370509205093,0.469438978090238,NA
"69","08JYVDNSVE",55.6666666666667,1.32539682539683,3.12698412698413,"Cedro",NA,"1kojlOU0VJ",3,2.14583333333333,3,0.715277777777777,0.358221151422501,0.814370509205093,0.469438978090238,NA
"70","08JYVDNSVE",55.6666666666667,1.32539682539683,3.12698412698413,"Cedro",NA,"7IBqGSvpfX",4,2.22916666666667,2.25,0.557291666666668,0.358221151422501,0.814370509205093,0.469438978090238,NA
"71","08JYVDNSVE",55.6666666666667,1.32539682539683,3.12698412698413,"Cedro",NA,"CZsQj3YcN8",6,NA,NA,NA,0.358221151422501,0.814370509205093,0.469438978090238,NA
"72","08JYVDNSVE",55.6666666666667,1.32539682539683,3.12698412698413,"Cedro",NA,"DBg7PwKloR",2,3.1875,2.25,1.59375,0.358221151422501,0.814370509205093,0.469438978090238,NA
"73","08JYVDNSVE",55.6666666666667,1.32539682539683,3.12698412698413,"Cedro",NA,"E1TUGRNVaC",3,4.10416666666667,4,1.36805555555556,0.358221151422501,0.814370509205093,0.469438978090238,NA
"74","08JYVDNSVE",55.6666666666667,1.32539682539683,3.12698412698413,"Cedro",NA,"aFnFr8c1vl",1,2.8125,3.5,2.8125,0.358221151422501,0.814370509205093,0.469438978090238,NA
"75","08JYVDNSVE",55.6666666666667,1.32539682539683,3.12698412698413,"Cedro",NA,"bwJ7DYOVDT",3,3.08333333333333,3,1.02777777777778,0.358221151422501,0.814370509205093,0.469438978090238,NA
"76","08JYVDNSVE",55.6666666666667,1.32539682539683,3.12698412698413,"Cedro",NA,"sNSJE2oHmc",4,3.25,3.25,0.8125,0.358221151422501,0.814370509205093,0.469438978090238,NA
"77","08sWFEspO3",10.53125,1.50446428571429,2.81845238095238,"Twain",3.64285714285714,"5nGJEqrhnA",1,3.16666666666667,3.25,3.16666666666667,-2.05815803978006,-0.983738048279861,0.919597323889447,1.21238775678533
"78","08sWFEspO3",10.53125,1.50446428571429,2.81845238095238,"Twain",3.64285714285714,"FhXxjX3S78",1,2.52083333333333,3,2.52083333333333,-2.05815803978006,-0.983738048279861,0.919597323889447,1.21238775678533
"79","08sWFEspO3",10.53125,1.50446428571429,2.81845238095238,"Twain",3.64285714285714,"zvOEKEMYWO",3,3.70833333333333,3.75,1.23611111111111,-2.05815803978006,-0.983738048279861,0.919597323889447,1.21238775678533
"80","08sWFEspO3",10.53125,1.50446428571429,2.81845238095238,"Twain",3.64285714285714,"AHhvxaDyPP",4,3.375,4,0.84375,-2.05815803978006,-0.983738048279861,0.919597323889447,1.21238775678533
"81","08sWFEspO3",10.53125,1.50446428571429,2.81845238095238,"Twain",3.64285714285714,"JL4xY4waOQ",3,2.14583333333333,2.25,0.715277777777777,-2.05815803978006,-0.983738048279861,0.919597323889447,1.21238775678533
"82","08sWFEspO3",10.53125,1.50446428571429,2.81845238095238,"Twain",3.64285714285714,"QmnqqixrUx",3,2.14583333333333,2,0.715277777777777,-2.05815803978006,-0.983738048279861,0.919597323889447,1.21238775678533
"83","08sWFEspO3",10.53125,1.50446428571429,2.81845238095238,"Twain",3.64285714285714,"kj6CWiqQhK",2,2.66666666666667,3,1.33333333333334,-2.05815803978006,-0.983738048279861,0.919597323889447,1.21238775678533
"84","0AMOspJ0Ig",5.54861111111112,1.10972222222222,3.4,"Ujamaa",3.5,"cueu3X2Xmg",3,3.16666666666667,4,1.05555555555556,2.49644479585642,-1.18223683895537,-0.0727461985122414,1.02329929689452
"85","0AMOspJ0Ig",5.54861111111112,1.10972222222222,3.4,"Ujamaa",3.5,"FtXDYm83Eu",2,3.04166666666667,2.5,1.52083333333334,2.49644479585642,-1.18223683895537,-0.0727461985122414,1.02329929689452
"86","0AMOspJ0Ig",5.54861111111112,1.10972222222222,3.4,"Ujamaa",3.5,"sxWT3JaJc1",3,3.29166666666667,2.5,1.09722222222222,2.49644479585642,-1.18223683895537,-0.0727461985122414,1.02329929689452
