"ID","Empathy_Factor","NegAffect_Factor","PosAffect_Factor","LifeSatTransf_Factor","Floor","Age","Gender_bin","Race_1","Race_2","Race_3","Race_4","Race_5","Race_6","Race_7","Race_8","Race_9","Race_cat","Major_recode","Major_BySchool","Rlgn","PolPrty","FinclAid","Born_bin","YearsUS","CtznStatus_bin","Siblings","FatherEd_recode","MotherEd_recode","FmlyIncome","FmlyStatus","IRI_PT","IRI_EC","IRI_PD","PosEmp_avg","LTES_avg","PSA_avg","IRQ_TN","IRQ_TP","IRQ_EN","IRQ_EP","IRQ_TOTAL","NTB_avg","SSS_Stnfrd","MCSDS_avg","PANAS_PosAvg","PANAS_NegAvg","BFI_e","BFI_a","BFI_c","BFI_n","BFI_o","NPI15_avg","BAS_reward","BAS_fun","BAS_drive","BAS_avg","BIS_avg","Loneliness_avg","SWLS_avg","SHS_avg","PSS_avg","STAI_MEAN","CESD_avg","HPS_avg","RSQ_avg","RSQ_Brood","RSQ_Ponder","Hlth_Time0","SleepHrs_Time0","Rested_Time0","Exercise_Time0","Alcohol_Time0","AlchAmt_Time0","dorm","time","inDegreeQ1","outDegreeFullQ1","outDegreeQ1","numReciprocalQ1","pageRankQ1","neighborhood2inQ1","neighborhood2outQ1","authorityScoreQ1","hubScoreQ1","betweennessCentralityQ1","closenessCentralityQ1","localClusteringCoefficientQ1","inDegreeQ2","outDegreeFullQ2","outDegreeQ2","numReciprocalQ2","pageRankQ2","neighborhood2inQ2","neighborhood2outQ2","authorityScoreQ2","hubScoreQ2","betweennessCentralityQ2","closenessCentralityQ2","localClusteringCoefficientQ2","inDegreeQ3","outDegreeFullQ3","outDegreeQ3","numReciprocalQ3","pageRankQ3","neighborhood2inQ3","neighborhood2outQ3","authorityScoreQ3","hubScoreQ3","betweennessCentralityQ3","closenessCentralityQ3","localClusteringCoefficientQ3","inDegreeQ4","outDegreeFullQ4","outDegreeQ4","numReciprocalQ4","pageRankQ4","neighborhood2inQ4","neighborhood2outQ4","authorityScoreQ4","hubScoreQ4","betweennessCentralityQ4","closenessCentralityQ4","localClusteringCoefficientQ4","inDegreeQ5","outDegreeFullQ5","outDegreeQ5","numReciprocalQ5","pageRankQ5","neighborhood2inQ5","neighborhood2outQ5","authorityScoreQ5","hubScoreQ5","betweennessCentralityQ5","closenessCentralityQ5","localClusteringCoefficientQ5","inDegreeQ6","outDegreeFullQ6","outDegreeQ6","numReciprocalQ6","pageRankQ6","neighborhood2inQ6","neighborhood2outQ6","authorityScoreQ6","hubScoreQ6","betweennessCentralityQ6","closenessCentralityQ6","localClusteringCoefficientQ6","inDegreeQ7","outDegreeFullQ7","outDegreeQ7","numReciprocalQ7","pageRankQ7","neighborhood2inQ7","neighborhood2outQ7","authorityScoreQ7","hubScoreQ7","betweennessCentralityQ7","closenessCentralityQ7","localClusteringCoefficientQ7","inDegreeQ8","outDegreeFullQ8","outDegreeQ8","numReciprocalQ8","pageRankQ8","neighborhood2inQ8","neighborhood2outQ8","authorityScoreQ8","hubScoreQ8","betweennessCentralityQ8","closenessCentralityQ8","localClusteringCoefficientQ8","inDegreeQ9","outDegreeFullQ9","outDegreeQ9","numReciprocalQ9","pageRankQ9","neighborhood2inQ9","neighborhood2outQ9","authorityScoreQ9","hubScoreQ9","betweennessCentralityQ9","closenessCentralityQ9","localClusteringCoefficientQ9","dormTimeInteraction","timeFactor","timeFactor01","timeFactor12","timeFactor02"
308,6.34,3.85,1.9,12.55,1,18,1,NA,NA,NA,NA,1,NA,NA,NA,NA,5,47,9,2,2,0,1,18,1,4,4,4,9,39.465,16.866,29.52,21.427,4.0492,3.8223,3.1347,14.742,118.45,1080.5,1210,351.9,4.157,11.916,0.68157,4.7999,0.4124,1.5291,4.9825,3.2014,1.6644,3.1123,2.0404,4.2207,2.2854,1.7129,2.7173,4.378,0.71001,27.722,7.7486,1.056,0.40558,0.20048,0.040878,1.5518,1.6094,1.4351,7.2464,2.1972,1.6094,0.69315,0.69315,1.6094,"RFall",0,4,7,3,2,0.0175173723936639,11,10,0.0394687983536991,0.0595540222272843,0.00419719195949056,0.145772594752187,0.285714285714286,4,8,4,3,0.013753420529991,10,12,0.0571428360140148,0.0889546725549422,0.00478231292517007,0.125628140703518,0.214285714285714,2,4,0,0,0.0263052701142452,7,1,0,0,0,0.0196078431372549,0,2,6,2,1,0.0128890050794339,5,5,0.0326962990803406,0.0244607787969512,0.000816326530612245,0.0377928949357521,0.333333333333333,3,6,2,1,0.0155860890110823,8,5,0.0731659561514011,0.113193612628549,0.000816326530612245,0.0646830530401035,0.4,3,6,2,2,0.0582421715695281,11,4,0.105869849227737,0.15275859920386,0.000935374149659864,0.0538793103448276,0.3,1,5,2,1,0.00621275780970655,2,6,0.0134855233892419,0.0861208549514806,0,0.0376789751318764,0.333333333333333,2,7,3,1,0.0177351379400403,6,9,0.0363458635832193,0.203615929008631,0.00142857142857143,0.0810372771474878,0.3,0,3,1,0,0.0105969469634974,1,3,0,0.465637294778661,0,0.0203998368013056,NA,"RFall.0","0","0",NA,"0"
309,5.88,3.01,2.07,8.66,2,18,0,NA,1,NA,NA,NA,NA,NA,NA,NA,2,5,1,1,3,1,1,18,1,0,4,4,5,25.79,20.423,21.724,15.021,3.1524,2.0928,2.7052,11.007,85.337,548.83,763.41,253.41,3.2257,8.4592,0.68157,4.7999,1.0751,1.9745,4.5257,2.5511,0.96393,2.8291,1.3542,4.8938,2.8072,2.0304,3.2349,1.9998,1.2713,21.579,7.7486,1.366,0.7736,0.51584,0.35238,1.6094,1.5261,1.6487,4.9286,1.9459,1.3863,0,0.69315,1.3863,"RFall",0,8,8,7,5,0.0321604325718558,24,16,0.557983201605861,1,0.0446843057527268,0.171232876712329,0.219047619047619,6,8,6,5,0.0295039279182497,17,14,0.599861740135971,0.899342257204413,0.0198539329151574,0.127877237851662,0.227272727272727,1,5,4,1,0.0176418679460314,5,7,0.074792908212722,0.555223544000678,0.00122448979591837,0.023719165085389,0.4,3,7,4,3,0.0526784818439425,10,11,0.372137257490145,0.904647631700098,0.0791156462585034,0.03725782414307,0.19047619047619,5,6,5,3,0.0185648884539495,14,13,0.574433171556366,0.927342972687528,0.0275442176870748,0.0692520775623269,0.2,4,7,5,3,0.0267289099385818,14,13,0.259535288162845,0.534593428129427,0.0403080660835763,0.0572737686139748,0.222222222222222,3,6,3,1,0.0170023318353637,9,6,0.163923469495122,0.394623706046594,0.024047619047619,0.0351864883884588,0.266666666666667,3,8,6,2,0.0127261839763836,11,21,0.181217435481698,0.924112301069752,0.0495639779721412,0.0875656742556918,0.166666666666667,0,2,0,0,0.0105969469634974,1,1,0,5.69992190754129e-17,0,0.0196078431372549,NA,"RFall.0","0","0",NA,"0"
310,4.72,3.71,1.98,5.09,3,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,29,3,NA,2,1,1,18,1,1,2,2,3,6.6427,14.517,17.204,21.427,2.3058,2.6395,2.3888,11.007,56.408,548.83,434.39,215.55,3.0753,3.77,0.30534,3.4076,0.86251,1.9745,3.443,2.8097,1.4982,2.6893,2.1958,5.6137,3.3666,1.7129,3.4148,3.133,1.3411,27.722,8.3745,1.056,0.82367,0.414,0.27441,1.6715,1.7228,1.6864,2.9153,1.7918,1.6094,0,0,0,"RFall",0,5,6,5,1,0.0126861406263967,13,20,0.182102818284051,0.523000392364324,0.104853249233163,0.173611111111111,0.2,4,3,2,2,0.0181546724497451,15,12,0.102155412892119,0.0503125041572584,0.11855879494655,0.124378109452736,0.0666666666666667,0,2,1,0,0.00494457639174714,1,3,6.47970905388513e-17,0,0,0.0208073241781107,NA,1,2,1,1,0.0302782796793056,7,3,0.0167177091731381,0.0209545251604683,0,0.0351617440225035,0,5,2,1,1,0.0444657803727974,16,3,0.282385028694599,0.0688217306895182,0.0746938775510204,0.0640204865556978,0.133333333333333,1,2,1,0,0.0088399065771251,4,4,4.37567337856092e-17,0.059895604495832,0.0310204081632653,0.0567536889897843,0,4,2,1,0,0.0209007380864596,12,5,0.187167312603214,0.0818169952661335,0.0327891156462585,0.0351370344342937,0.1,4,4,3,0,0.0271909897268361,13,13,0.219682802896283,0.173163332197161,0.0718564949789439,0.0850340136054422,0.142857142857143,0,0,0,0,0.0105969469634974,1,1,0,5.69992190754129e-17,0,0.0196078431372549,NA,"RFall.0","0","0",NA,"0"
311,7.74,3.38,1.9,3.91,1,18,1,NA,NA,NA,NA,1,NA,NA,NA,NA,5,47,9,2,1,0,1,18,1,4,4,3,9,25.79,27.633,31.113,16.592,5.4778,2.2309,3.905,11.643,51.163,907.48,1086.7,266.35,3.8412,3.77,0.68157,3.8528,0.81495,1.7529,5.4523,3.73,1.4982,4.4415,1.5046,5.6137,2.8072,1.1018,2.8861,3.3735,1.4778,8.1062,3.839,1.2899,0.91687,0.31156,0.38208,1.5173,1.2809,1.4816,2.9153,1.9459,0.69315,0,0.69315,1.3863,"RFall",0,9,8,6,6,0.0361219215141016,28,16,0.38289210275177,0.323417891568027,0.0816378360868157,0.167785234899329,0.171428571428571,6,8,6,4,0.0369175423437699,19,12,0.186107205744104,0.147695972904915,0.0905030774214448,0.122549019607843,0.151515151515152,4,4,2,1,0.0282720083821708,7,3,0.38610514883848,0.0586488912090027,0.00612244897959184,0.0204081632653061,0.0666666666666667,7,4,2,2,0.0603593353052753,13,5,0.219522352055444,0.0423675089294175,0.0512244897959184,0.0362844702467344,0.0833333333333333,8,5,3,3,0.034945553912439,20,7,0.574661864976644,0.115563339309351,0.0480733722060253,0.0655307994757536,0.145454545454545,9,5,3,3,0.0459983487968583,22,9,0.804942397649661,0.124528341258482,0.112072886297376,0.05720823798627,0.212121212121212,9,3,1,1,0.0990981007285759,26,4,0.899444327755304,0.01915381158312,0.140442176870748,0.0351370344342937,0.133333333333333,8,4,3,3,0.0346771137282926,27,13,0.583416136112385,0.521655162955136,0.0925665694849368,0.0850340136054422,0.163636363636364,1,1,1,0,0.0151006494229838,2,3,0,0.034439791658439,0.000408163265306122,0.0203998368013056,0,"RFall.0","0","0",NA,"0"
312,7.17,3.22,2.51,7.92,1,18,0,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,1,NA,3,0,1,18,1,2,4,4,9,32.295,20.423,32.717,13.475,4.7516,1.8133,4.4687,11.007,85.337,489.25,1086.7,262.02,4.4779,5.2557,0.22942,5.8201,0.81495,2.8432,5.4523,2.6801,1.6644,3.6923,2.7475,8.0554,4.5948,2.3552,4.7749,3.6183,0.74988,23.531,7.7486,1.2899,0.7476,0.47674,0.51962,1.679,1.6864,1.6487,4.9286,1.8718,1.0986,0.69315,0.69315,1.3863,"RFall",0,4,8,6,2,0.0170344071323054,16,23,0.162961501333176,0.707365011123534,0.0284493638954434,0.174216027874564,0.311111111111111,3,8,4,2,0.0152128268207039,10,18,0.100586553630528,0.342135321072657,0.0259306770327179,0.128205128205128,0.285714285714286,1,8,5,0,0.00775934621040126,5,10,0.371981359911488,0.555023364435932,0.00659863945578231,0.0335345405767941,0.333333333333333,1,3,3,1,0.0158015318879095,4,12,0.0230479614815954,0.312996269620098,0.0581632653061224,0.0373134328358209,0.166666666666667,2,5,4,1,0.0137622098829206,8,12,0.150193015865353,0.610270116711917,0.0111305474570781,0.0684931506849315,0.466666666666667,3,3,3,1,0.0153060198283793,12,14,0.37493428376012,0.386445873363296,0.00896307094266278,0.0578034682080925,0.466666666666667,2,6,3,2,0.092760042393379,13,9,0.0600157051998451,0.461054479954446,0.135843537414966,0.0357142857142857,0,3,6,4,1,0.00845274157851501,9,9,0.230878629225135,0.493216161623852,0.0118347910592809,0.0821018062397373,0.285714285714286,0,2,0,0,0.0105969469634974,1,1,0,5.69992190754129e-17,0,0.0196078431372549,NA,"RFall.0","0","0",NA,"0"
313,5.68,3.4,2.08,7.7,3,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,47,9,NA,2,1,1,10,1,0,3,3,3,19.959,18.048,21.724,21.427,2.5125,2.9075,2.2844,11.007,51.163,289.22,434.39,191.2,3.6853,8.4592,0.90499,3.4076,0,2.0846,6.4297,3.4648,0.86844,2.9701,2.1958,7.1943,3.3666,2.3552,4.1706,2.4388,0.78935,10.488,11.032,1.366,0.44197,0.28673,0.32186,1.6639,1.6864,1.6487,7.2464,1.9459,1.3863,0.69315,0,0,"RFall",0,2,8,5,2,0.00910392559596156,11,18,0.0337900671528108,0.163229356844884,0.0381390820064289,0.169491525423729,0.142857142857143,2,8,5,2,0.00870709099708964,12,18,0.0457761053540378,0.162188482461505,0.0361736313573048,0.131233595800525,0.142857142857143,1,3,1,0,0.00874116476227248,4,2,0.0895114589682896,0.0545316621463106,0.00122448979591837,0.02,0,0,1,0,0,0.00481691248849034,1,1,0,0,0,0.0196078431372549,NA,0,5,3,0,0.0030982084220353,1,6,0,0.135320053005361,0,0.0691562932226833,1,0,4,0,0,0.00345070332361556,1,1,2.18783668928046e-17,0,0,0.0196078431372549,NA,1,3,0,0,0.012863206015513,7,1,0.0468530359239174,7.51832068242368e-17,0,0.0196078431372549,NA,1,4,1,0,0.00862677153128824,8,4,0.101158355657162,0.0541343575559529,0,0.076103500761035,1,0,0,0,0,0.0105969469634974,1,1,0,5.69992190754129e-17,0,0.0196078431372549,NA,"RFall.0","0","0",NA,"0"
314,6.33,1.44,2.76,6.45,3,18,0,NA,NA,NA,NA,NA,1,NA,NA,NA,6,36,4,3,2,1,1,18,1,5,1,2,4,3.6509,14.517,31.113,3.4989,4.7516,3.6936,3.7936,5.6285,79.204,489.25,1341.4,232.19,2.2045,5.2557,0.75622,7.775,0.34124,3.2685,4.7524,2.8097,0.35252,3.8401,3.0676,7.1943,4.5948,2.6868,4.7749,0.9955,0.50401,29.963,12.45,0.098601,0.10537,0.091005,0.43917,1.6174,1.6094,1.6487,2.9153,2.0794,1.6094,0.69315,0,0,"RFall",0,4,8,6,3,0.01161681260302,17,23,0.184611706450084,0.590653242320685,0.0906837836706795,0.183823529411765,0.111111111111111,5,7,4,4,0.0252223925286474,22,16,0.265366729173963,0.268048948790947,0.122746208440086,0.125,0.0555555555555556,3,3,2,2,0.0308451757297309,10,6,0.158828643485898,0.202748043104778,0.0151020408163265,0.0236854571293226,0,2,4,2,1,0.0131540634421181,4,8,0.0071691558772758,0.255644942117648,0.0416326530612245,0.0424448217317487,0,5,8,6,4,0.0227682370076705,20,22,0.42610907429984,0.717224114622789,0.130218982831228,0.0712250712250712,0.0545454545454545,5,6,4,2,0.0356713128012032,18,11,0.433260665821668,0.31000646737644,0.0520068027210884,0.0568828213879408,0.111111111111111,2,7,5,1,0.0113796184175924,4,13,0.0714752787336276,0.93829503722083,0.027312925170068,0.0357653791130186,0.19047619047619,0,8,6,0,0.00323557540139443,1,23,1.33268379513289e-16,1,0,0.0965250965250965,0.266666666666667,0,1,0,0,0.0105969469634974,1,1,0,5.69992190754129e-17,0,0.0196078431372549,NA,"RFall.0","0","0",NA,"0"
315,5.72,2.85,1.97,5.82,2,18,1,NA,NA,NA,NA,1,NA,NA,NA,NA,5,47,9,3,2,0,1,18,1,1,4,4,9,32.295,20.423,18.696,15.021,3.5949,4.5828,3.462,11.007,98.103,612.37,1086.7,279.46,2.7789,6.8221,0.45648,3.4076,0.60243,1.7529,4.5257,2.4225,0.86844,3.6923,2.0404,7.1943,3.3666,2.0304,3.9762,2.2168,1.444,10.488,3.839,1.1349,0.79895,0.47674,0.36733,1.5085,1.5261,1.5261,2.9153,1.9459,1.0986,0.69315,0.69315,1.0986,"RFall",0,5,8,4,3,0.0187637156691552,15,14,0.10479313300128,0.196136950682866,0.0484183673469388,0.164473684210526,0.166666666666667,4,8,1,1,0.0166000144708866,12,7,0.0342004514255269,0.0397126792114971,0.0190770975056689,0.110619469026549,0.1,1,6,1,1,0.0169601799541697,5,3,0.0218162943092258,0.0728667901853793,0,0.0203998368013056,0,2,4,1,1,0.0323632787152701,9,3,0.0358538430908358,0.0598705327040099,0,0.0356633380884451,0.333333333333333,2,8,2,1,0.014217431883139,10,5,0.0572311338626462,0.186954462267796,0.00128668610301263,0.0641025641025641,0.333333333333333,1,8,3,1,0.0164835688160587,10,9,0.0204009086022104,0.316244778313469,0,0.05720823798627,0.5,3,8,2,0,0.0296841135591839,13,5,0.215500621780849,0.406180017986868,0.032687074829932,0.0351617440225035,0.2,3,8,4,2,0.0114104665365389,5,10,0.0279832722828766,0.0821999472304334,0.0439737609329446,0.0825082508250825,0,0,1,0,0,0.0105969469634974,1,1,0,5.69992190754129e-17,0,0.0196078431372549,NA,"RFall.0","0","0",NA,"0"
316,7,3.9,2.11,15.04,1,18,0,NA,NA,NA,NA,1,NA,NA,NA,NA,5,47,9,2,1,0,1,18,1,3,3,3,9,39.465,20.423,31.113,19.796,4.2806,4.205,4.3552,4.9058,27.903,679.94,1210,195.2,4.157,11.916,0.75622,4.5562,1.1134,2.1942,5.692,2.4225,1.9825,2.8291,2.7475,4.2207,3.3666,2.0304,3.2349,3.6183,0.90548,39.926,10.345,1.9472,0.93888,0.50345,0.38208,1.5686,1.4351,1.4816,4.9286,1.9459,1.0986,0.69315,0.69315,2.5649,"RFall",0,15,8,5,5,0.059762871834601,41,19,0.696753067994854,0.24606475570314,0.156252104107851,0.170068027210884,0.147368421052632,10,8,6,3,0.0431944870129346,29,21,0.531304883180805,0.349710829087476,0.157562682215743,0.12853470437018,0.141666666666667,5,2,2,1,0.0384772694597865,10,3,1,0.108585877473119,0.00605442176870748,0.0204081632653061,0.238095238095238,4,2,1,1,0.0426135310856356,13,3,0.0918626265951315,0.0574244347049557,0.00938775510204082,0.0203998368013056,0.1,7,3,3,2,0.0348947145956947,27,13,0.557338310289157,0.159164654395834,0.103626822157434,0.0691562932226833,0.0666666666666667,11,5,3,2,0.0547085250521891,29,14,1,0.333803882209118,0.150409135082604,0.0577367205542725,0.164835164835165,11,8,5,4,0.142802559744829,32,9,0.696903874772614,0.887886813293928,0.166775510204082,0.0356125356125356,0.0583333333333333,12,8,6,3,0.0699424744668288,33,15,1,0.886884627039057,0.185426303854875,0.0857632933104631,0.117647058823529,0,1,0,0,0.0105969469634974,1,1,0,5.69992190754129e-17,0,0.0196078431372549,NA,"RFall.0","0","0",NA,"0"
317,4.94,2.01,1.63,6.6,2,18,1,NA,NA,NA,NA,1,NA,NA,NA,NA,5,7,1,1,2,1,1,0.5,1,1,3,3,9,14.815,14.517,15.728,6.1624,4.9911,3.0403,3.0265,8.3914,46.108,289.22,1210,203.28,2.9264,3.77,0.53171,0.85846,0,1.8639,4.7524,3.5972,0.56763,1.3647,1.963,3.594,3.3666,1.4031,2.7173,3.3735,0.82843,27.722,10.345,0.6441,0.47708,0.167,0.080257,1.6409,1.6487,1.6094,4.9286,1.9459,1.0986,0.69315,0.69315,2.0794,"RFall",0,5,8,5,4,0.0428424943082812,25,15,0.0618409289223852,0.278923568199159,0.074179847578129,0.160771704180064,0.111111111111111,5,4,2,2,0.0279511663940589,19,9,0.0959200814304802,0.137111698531182,0.020379980563654,0.119331742243437,0.142857142857143,0,2,1,0,0.00494457639174714,1,3,6.47970905388513e-17,0.0540542153268084,0,0.0208073241781107,NA,1,2,1,0,0.00614813306516115,3,4,0.181532215507293,0.0574244347049558,0,0.0208159866777685,1,1,4,2,1,0.00800610267141175,5,9,0.0635650989058064,0.111190451009154,0.0134829931972789,0.0677506775067751,0,1,4,3,1,0.00763887280621301,4,11,0.0962108468190108,0.384688994084772,0,0.0567536889897843,0.333333333333333,3,3,2,1,0.0308956421721906,16,7,0.222952559418045,0.313820117050175,0.00179591836734694,0.0352360817477097,0.3,4,4,2,0,0.0270925810699569,20,11,0.28086563713072,0.243535685315358,0.031086491739553,0.0831946755407654,0.333333333333333,0,2,0,0,0.0105969469634974,1,1,0,5.69992190754129e-17,0,0.0196078431372549,NA,"RFall.0","0","0",NA,"0"
318,4.45,4.69,1.79,9.25,3,18,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,47,9,1,3,0,1,18,1,0,4,4,NA,19.959,12.187,17.204,28.128,3.3721,2.5042,1.4718,15.948,118.45,991.8,506.31,324.25,3.6853,10.159,0.53171,4.5562,1.1865,0.95876,3.2371,3.73,2.2104,2.2775,1.8091,7.1943,1.3577,2.0304,3.2349,4.378,1.578,39.926,4.3439,1.5157,1.0224,0.55995,0.22481,1.6253,1.5261,1.6487,2.9153,2.0794,1.6094,0,0,0,"RFall",0,3,6,3,2,0.00960345270096075,7,14,0.0645290658214453,0.0841531973364904,0.0478741496598639,0.169491525423729,0.133333333333333,1,6,3,1,0.00361531409972499,2,12,0.0257842453613838,0.0448156031673163,0.00183673469387755,0.163398692810458,0.166666666666667,0,1,1,0,0.00494457639174714,1,3,6.47970905388513e-17,0,0,0.0208073241781107,NA,0,1,1,0,0.00481691248849034,1,2,0,0,0,0.02,NA,1,1,1,1,0.00523736659707394,2,4,0.0185721526171887,8.53647077994878e-17,0,0.0922509225092251,0,0,1,1,0,0.00345070332361556,1,6,2.18783668928046e-17,0.00596427003170632,0,0.0957854406130268,NA,0,1,1,0,0.00357233574058127,1,6,0,5.63874051181776e-17,0,0.0417362270450751,NA,2,2,2,1,0.00710358762184791,6,11,0.0951576975279222,0.14811423340748,0.0512027858762553,0.0833333333333333,0.166666666666667,0,2,2,0,0.0105969469634974,1,4,0,2.84996095377064e-17,0,0.0208246563931695,0,"RFall.0","0","0",NA,"0"
319,7.76,3.71,2.43,3.22,1,19,1,NA,NA,NA,NA,1,NA,NA,NA,NA,5,47,9,1,2,1,1,19,1,2,4,3,NA,14.815,24.013,35.954,16.592,4.9911,1.3849,4.1292,14.132,85.337,991.8,670.62,297.18,4.3168,3.77,0.45648,6.0864,1.1505,2.5205,5.2158,3.8633,2.2104,4.9029,2.9873,7.1943,4.5948,2.3552,4.5699,3.6183,1.3757,10.488,3.3535,1.877,0.98149,0.62838,0.48012,1.3558,1.1632,1.0986,1.2487,1.9459,0.69315,0.69315,0.69315,1.3863,"RFall",0,0,4,2,0,0.00294117647058824,1,10,2.28024315914065e-17,0.134625137169081,0,0.185873605947955,1,0,4,2,0,0.00294117647058824,1,7,6.25177404999934e-17,0.090401053694999,0,0.129198966408269,1,0,3,2,0,0.00494457639174714,1,6,1.29594181077703e-16,0.0635203257947701,0,0.0363636363636364,0,0,0,0,0,0.00481691248849034,1,1,0,0,0,0.0196078431372549,NA,0,2,1,0,0.0030982084220353,1,4,0,0.0436971201981326,0,0.0674763832658569,NA,0,2,0,0,0.00345070332361556,1,1,2.18783668928046e-17,0,0,0.0196078431372549,NA,0,2,0,0,0.00357233574058127,1,1,0,7.51832068242368e-17,0,0.0196078431372549,NA,0,1,0,0,0.00323557540139443,1,1,2.66536759026578e-17,0,0,0.0196078431372549,NA,1,0,0,0,0.0972569099667897,12,1,0,5.69992190754129e-17,0,0.0196078431372549,NA,"RFall.0","0","0",NA,"0"
320,7.24,2.91,2.34,7.27,1,19,0,NA,1,NA,NA,NA,NA,1,NA,NA,NA,9,1,1,3,1,0,1,0,1,3,3,3,14.815,24.013,31.113,15.021,3.3721,3.1723,4.3552,14.742,91.638,991.8,1341.4,333.41,3.3775,8.4592,0.60674,5.5583,0.09569,2.736,4.9825,3.3329,0.96393,3.9889,2.668,6.3804,2.8072,1.7129,3.4148,2.897,0.94347,19.722,7.7486,1.056,0.66528,0.35646,0.50661,1.5933,1.6487,1.4816,2.9153,1.7047,1.3863,0,0.69315,0.69315,"RFall",0,1,8,4,1,0.00525327706002846,6,21,0.00694261903019824,0.345009466143079,0.0145107280355401,0.177304964539007,0.2,1,3,1,1,0.00555564179436858,3,6,0.0050215003377605,0.00138848024241243,0,0.109649122807018,0,1,3,1,1,0.0329638426116476,2,2,6.47970905388513e-17,0,0,0.02,0,1,3,1,0,0.00939685112944101,7,2,0.147177316605459,0,0.0142857142857143,0.02,0,2,3,1,1,0.0129242273568009,6,3,0.0728598304530005,0.00481405840293145,0.0159183673469388,0.0590318772136954,0,1,3,1,1,0.00883990657712509,3,3,4.37567337856092e-17,0.00596427003170629,0,0.0585480093676815,0,0,1,0,0,0.00357233574058127,1,1,0,7.51832068242368e-17,0,0.0196078431372549,NA,3,2,1,0,0.0156941918746707,18,3,0.240615442111708,0.0151967605104578,0.0231768707482993,0.0754147812971342,0,1,1,1,0,0.0245544252062941,4,2,0,5.69992190754129e-17,0.00244897959183673,0.02,0,"RFall.0","0","0",NA,"0"
321,6.66,3.64,2.54,8.66,3,18,0,NA,NA,NA,NA,1,NA,NA,NA,NA,5,47,9,1,2,1,1,18,1,1,4,4,8,25.79,22.813,27.937,21.427,4.9911,1.8133,2.7052,14.132,111.51,612.37,971.24,306.14,3.5307,6.8221,0.60674,6.632,1.1134,2.736,2.8362,2.4225,1.5819,3.5457,3.0676,5.6137,5.2623,3.0248,4.7749,1.185,0.71001,29.963,7.7486,0.89491,0.63627,0.26009,0.45299,1.6094,1.6094,1.5686,7.2464,1.9459,1.3863,0.69315,0.69315,1.7918,"RFall",0,2,8,4,2,0.0103680838178697,9,19,0.0976677612675723,0.257226179364974,0.00923809523809523,0.168918918918919,0.133333333333333,4,3,2,2,0.0170767500702774,15,12,0.244215350548292,0.057985917626983,0.0143916423712342,0.123762376237624,0.266666666666667,1,2,1,0,0.0072874273023529,3,4,0.225922355471452,0.0644527890407326,0,0.0329380764163373,1,2,2,0,0,0.0177110870336536,6,1,0.207517045128224,0,0,0.0196078431372549,1,1,4,1,1,0.0123550364925858,7,7,0.0787985320747893,0.0879778685606073,0,0.0667556742323097,0,2,3,2,2,0.0164396563985032,7,8,0.115562604658155,0.136973701542831,0,0.0565610859728507,0.166666666666667,0,3,2,0,0.00357233574058127,1,9,0,0.0140311070627272,0,0.0408163265306122,0,0,6,3,0,0.00323557540139443,1,14,6.66341897566444e-17,0.366525989040704,0,0.0920810313075506,0.666666666666667,2,2,0,0,0.0507336148874692,7,1,0,1.13998438150826e-16,0,0.0196078431372549,0,"RFall.0","0","0",NA,"0"
322,5.38,2.1,1.48,9.01,1,18,0,NA,NA,NA,NA,1,NA,NA,NA,NA,5,47,9,1,3,0,1,18,1,3,4,4,9,32.295,18.048,18.696,8.9923,2.3058,3.3036,3.2433,10.364,41.249,211.12,763.41,187.21,2.2045,11.916,0.45648,3.4076,0.4124,1.0742,4.7524,3.4648,0.35252,2.5507,2.668,3.0136,0.59204,0.25731,1.1123,1.9998,1.7087,17.958,3.839,0.37995,0.44197,0.33475,0.27441,1.6409,1.6487,1.6864,7.2464,2.0794,1.6094,0.69315,0.69315,1.7918,"RFall",0,0,7,4,0,0.00294117647058824,1,18,4.5604863182813e-17,0.33061067466585,0,0.202429149797571,0.5,0,3,1,0,0.00294117647058824,1,8,3.12588702499967e-17,0.113373043805047,0,0.130208333333333,NA,0,1,1,0,0.00494457639174714,1,5,6.47970905388513e-17,0.0755016242058673,0,0.0342231348391513,NA,0,1,1,0,0.00481691248849034,1,5,0,0.0431108558062446,0,0.0370919881305638,NA,0,1,1,0,0.0030982084220353,1,7,0,0.0181473919967282,0,0.0704225352112676,NA,1,2,1,0,0.00593576398149454,7,5,0.122220801442951,0.244367493282935,0,0.0557413600891862,1,1,1,1,0,0.00478027878357727,3,7,0.0437159876144673,0.222414540735496,0.000469387755102041,0.0351370344342937,0,0,3,1,0,0.00323557540139443,1,4,2.66536759026578e-17,0.10932089602711,0,0.0773993808049536,NA,1,2,0,0,0.0135994152698217,2,1,0.00157937876883622,5.69992190754129e-17,0,0.0196078431372549,NA,"RFall.0","0","0",NA,"0"
