"ID","Empathy_Factor","NegAffect_Factor","PosAffect_Factor","LifeSatTransf_Factor","Floor","Age","Gender_bin","Race_1","Race_2","Race_3","Race_4","Race_5","Race_6","Race_7","Race_8","Race_9","Race_cat","Major_recode","Major_BySchool","Rlgn","PolPrty","FinclAid","Born_bin","YearsUS","CtznStatus_bin","Siblings","FatherEd_recode","MotherEd_recode","FmlyIncome","FmlyStatus","IRI_PT","IRI_EC","IRI_PD","PosEmp_avg","LTES_avg","PSA_avg","IRQ_TN","IRQ_TP","IRQ_EN","IRQ_EP","IRQ_TOTAL","NTB_avg","SSS_Stnfrd","MCSDS_avg","PANAS_PosAvg","PANAS_NegAvg","BFI_e","BFI_a","BFI_c","BFI_n","BFI_o","NPI15_avg","BAS_reward","BAS_fun","BAS_drive","BAS_avg","BIS_avg","Loneliness_avg","SWLS_avg","SHS_avg","PSS_avg","STAI_MEAN","CESD_avg","HPS_avg","RSQ_avg","RSQ_Brood","RSQ_Ponder","Hlth_Time0","SleepHrs_Time0","Rested_Time0","Exercise_Time0","Alcohol_Time0","AlchAmt_Time0","dorm","time","inDegreeQ1","outDegreeFullQ1","outDegreeQ1","numReciprocalQ1","pageRankQ1","neighborhood2inQ1","neighborhood2outQ1","authorityScoreQ1","hubScoreQ1","betweennessCentralityQ1","closenessCentralityQ1","localClusteringCoefficientQ1","inDegreeQ2","outDegreeFullQ2","outDegreeQ2","numReciprocalQ2","pageRankQ2","neighborhood2inQ2","neighborhood2outQ2","authorityScoreQ2","hubScoreQ2","betweennessCentralityQ2","closenessCentralityQ2","localClusteringCoefficientQ2","inDegreeQ3","outDegreeFullQ3","outDegreeQ3","numReciprocalQ3","pageRankQ3","neighborhood2inQ3","neighborhood2outQ3","authorityScoreQ3","hubScoreQ3","betweennessCentralityQ3","closenessCentralityQ3","localClusteringCoefficientQ3","inDegreeQ4","outDegreeFullQ4","outDegreeQ4","numReciprocalQ4","pageRankQ4","neighborhood2inQ4","neighborhood2outQ4","authorityScoreQ4","hubScoreQ4","betweennessCentralityQ4","closenessCentralityQ4","localClusteringCoefficientQ4","inDegreeQ5","outDegreeFullQ5","outDegreeQ5","numReciprocalQ5","pageRankQ5","neighborhood2inQ5","neighborhood2outQ5","authorityScoreQ5","hubScoreQ5","betweennessCentralityQ5","closenessCentralityQ5","localClusteringCoefficientQ5","inDegreeQ6","outDegreeFullQ6","outDegreeQ6","numReciprocalQ6","pageRankQ6","neighborhood2inQ6","neighborhood2outQ6","authorityScoreQ6","hubScoreQ6","betweennessCentralityQ6","closenessCentralityQ6","localClusteringCoefficientQ6","inDegreeQ7","outDegreeFullQ7","outDegreeQ7","numReciprocalQ7","pageRankQ7","neighborhood2inQ7","neighborhood2outQ7","authorityScoreQ7","hubScoreQ7","betweennessCentralityQ7","closenessCentralityQ7","localClusteringCoefficientQ7","inDegreeQ8","outDegreeFullQ8","outDegreeQ8","numReciprocalQ8","pageRankQ8","neighborhood2inQ8","neighborhood2outQ8","authorityScoreQ8","hubScoreQ8","betweennessCentralityQ8","closenessCentralityQ8","localClusteringCoefficientQ8","inDegreeQ9","outDegreeFullQ9","outDegreeQ9","numReciprocalQ9","pageRankQ9","neighborhood2inQ9","neighborhood2outQ9","authorityScoreQ9","hubScoreQ9","betweennessCentralityQ9","closenessCentralityQ9","localClusteringCoefficientQ9","dormTimeInteraction","timeFactor","timeFactor01","timeFactor12","timeFactor02"
137,4.02,3.32,1.44,2.5,2,18,0,NA,NA,NA,NA,NA,NA,1,NA,NA,6,47,9,1,3,1,1,18,1,0,3,3,8,19.959,13.349,12.828,16.592,0.96554,1.8133,2.5992,4.1662,36.591,333.63,584.98,152.29,2.065,3.77,0.30534,2.1896,0.9946,0.48832,2.4505,2.0402,2.1353,4.4415,1.4293,5.6137,3.9627,0.52777,2.8861,2.2168,1.8991,7.0394,0.88958,1.8061,1.0994,0.57921,0.35238,1.335,1.4351,1.5686,1.2487,2.0149,1.3863,0.69315,0.69315,0.69315,"RSpring",2,4,6,5,3,0.0371411951864406,13,18,0,6.48751673937157e-16,0.229055361982191,0.0563002680965147,0.0555555555555556,3,3,2,2,0.0418853885358356,10,7,1.21063467990539e-16,0,0.086527293844367,0.0371681415929204,0,1,1,0,0,0.0101820873105521,3,1,1.53001562093488e-17,1.58088212502238e-16,0,0.0232558139534884,NA,2,2,1,0,0.0243001586097415,5,3,2.96780555031737e-17,0,0.0197444831591173,0.024376088218224,0,1,2,0,0,0.0153394763295949,3,1,0.000149473760581108,0,0,0.0232558139534884,NA,2,2,0,0,0.0161220992835379,5,1,0.00265885174474412,0,0,0.0232558139534884,0,0,3,1,0,0.00554875722444463,1,6,4.11585126725523e-17,0,0,0.0554089709762533,NA,0,4,3,0,0.00433171078370958,1,9,0,0.0779163058516481,0,0.0470324748040314,0,1,2,2,1,0.0357203565666364,2,5,9.98067868775999e-17,0.71260510004075,0.00348432055749129,0.0276315789473684,0,"RSpring.2","2",NA,"1","1"
138,5.75,3.55,2.13,7.86,2,19,0,NA,NA,NA,NA,NA,1,NA,NA,NA,5,47,9,1,3,1,0,19,1,6,4,3,6,19.959,19.233,21.724,21.427,3.5949,2.7739,2.0775,12.273,56.408,381.73,863.55,232.19,2.633,8.4592,0.68157,4.7999,0.71357,1.8639,4.7524,2.9398,1.3266,2.6893,2.0404,5.6137,3.9627,2.6868,4.1706,2.6655,0.71001,23.531,6.5452,1.2899,0.69348,0.26009,0.43917,1.6487,1.6487,1.6487,7.2464,1.9459,0.69315,0.69315,0,0,"RSpring",2,0,5,2,0,0.0036319612590799,1,7,0,1.44167038652702e-16,0,0.0561497326203209,0,0,3,0,0,0.0040596701160772,1,1,2.26994002482261e-17,0,0,0.0232558139534884,NA,0,3,0,0,0.00596480404774991,1,1,0,1.58088212502238e-16,0,0.0232558139534884,NA,0,3,0,0,0.00453495256913755,1,1,1.48390277515868e-17,0,0,0.0232558139534884,NA,0,3,1,0,0.00460394899122682,1,3,3.83855953396503e-17,0.0104990968393381,0,0.0361134995700774,NA,0,3,0,0,0.00461429876375188,1,1,4.76227429167826e-17,0,0,0.0232558139534884,NA,1,4,1,0,0.00870108719968725,4,3,0,0,0.0191637630662021,0.0249554367201426,0,1,4,1,0,0.0101477251012476,5,4,0.000208345767917063,4.8568821306213e-05,0.00929152148664344,0.0373665480427046,0,0,1,0,0,0.012333177165913,1,1,1.66344644796e-17,0,0,0.0232558139534884,NA,"RSpring.2","2",NA,"1","1"
139,5.31,2.92,2.09,7.48,2,19,1,NA,NA,NA,NA,NA,1,NA,NA,NA,5,44,6,6,2,1,0,16,1,0,4,3,8,14.815,12.187,24.806,15.021,3.3721,3.4343,3.3524,13.518,98.103,751.61,1210,310.64,2.2045,8.4592,0.076765,3.1922,0.34124,2.4121,3.2371,2.8097,1.4982,3.4001,3.1482,5.6137,2.8072,2.3552,3.5983,2.4388,0.66972,25.578,6.5452,1.1349,0.63627,0.46231,0.32186,1.7156,1.7918,1.6864,4.9286,2.0794,1.6094,0.69315,0.69315,2.1972,"RSpring",2,6,8,5,4,0.0294733695972288,9,6,0.868081884973079,0.971933931836823,0.00040650406504065,0.0263157894736842,0.309090909090909,6,8,5,4,0.0336211047863434,9,7,0.856490135542208,0.959897114253253,0.0039198606271777,0.0270096463022508,0.236363636363636,4,8,5,4,0.0399354536372572,8,7,0.79853092937551,0.990772867282832,0,0.0270096463022508,0.277777777777778,4,7,5,4,0.0241625659706955,7,7,0.800075482165597,0.970855819703975,0,0.0270096463022508,0.277777777777778,5,7,5,4,0.0349080761594441,9,6,0.839294249804461,0.999031622492905,0.00290360046457607,0.0263157894736842,0.222222222222222,4,7,5,4,0.0312787101093378,7,6,0.752460786062161,1,0,0.0263157894736842,0.277777777777778,3,4,3,1,0.0253839019890575,8,6,0.591981136750598,0.657727967126751,0.000580720092915215,0.0262828535669587,0.466666666666667,4,3,2,2,0.0228759071737977,7,6,1,0.347700521321564,0,0.0412979351032448,0.4,4,2,0,0,0.116328106196102,9,1,0,0,0,0.0232558139534884,0.166666666666667,"RSpring.2","2",NA,"1","1"
140,5.58,2.47,1.96,3.25,3,18,0,NA,1,NA,NA,NA,1,1,NA,NA,NA,6,1,2,1,1,1,18,1,1,2,2,2,1.423,19.233,18.696,10.458,3.8206,1.3849,3.2433,9.0569,79.204,433.58,1210,244.86,3.3775,2.38,0.83069,5.8201,0.71357,1.303,4.3022,2.6801,0.96393,2.0095,2.3523,4.8938,3.3666,1.7129,3.2349,1.5814,1.2005,21.579,8.3745,1.366,0.63627,0.47674,0.32186,1.7156,1.7228,1.6487,7.2464,2.0794,1.7918,0.69315,0,0,"RSpring",2,4,3,2,2,0.0585618932522765,16,4,2.40359744985345e-16,2.16250557979052e-16,0.0111691831204026,0.0530973451327434,0.133333333333333,3,3,2,2,0.0550648958794092,11,4,1.81595201985809e-16,0,0.00716221447928765,0.0363007778738116,0.1,1,3,2,0,0.00931344798620619,3,4,0,3.16176425004477e-16,0.00958188153310104,0.0249851279000595,0.333333333333333,3,4,2,2,0.0711202393178512,9,4,1.18712222012695e-16,0,0.0313588850174216,0.0262172284644195,0.1,3,4,2,2,0.0783203470520734,10,4,0.000427651223864991,0.000641921104513401,0.0288424312814557,0.0249851279000595,0.1,3,4,2,2,0.063809276838699,12,4,0.00281345169469718,0.0122954486299354,0.029616724738676,0.0249851279000595,0.1,4,1,0,0,0.0394974653397175,12,1,0,0,0,0.0232558139534884,0,4,5,3,3,0.0801683420776405,12,8,0.032707817756274,0.00546727151451748,0.105303910181959,0.0348837209302326,0,0,1,0,0,0.012333177165913,1,1,1.66344644796e-17,0,0,0.0232558139534884,NA,"RSpring.2","2",NA,"1","1"
141,4.64,4.3,1.79,7.81,3,18,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,36,4,1,3,0,0,1,NA,1,1,4,9,32.295,3.1561,26.366,23.077,4.0492,1.8133,3.1347,18.314,125.55,991.8,1786,399.21,4.4779,10.159,0.60674,2.0044,0.9946,1.7529,4.7524,2.5511,2.5023,3.5457,2.7475,5.6137,3.3666,1.7129,3.4148,3.6183,1.2005,14.703,3.839,2.357,1.171,0.53891,0.35238,1.5261,1.5686,1.5686,2.9153,1.7918,0,0,0.69315,1.3863,"RSpring",2,2,8,2,1,0.0081839686092964,4,6,0,1.44167038652702e-16,0,0.0606936416184971,0.5,2,8,2,1,0.0104862019153194,3,5,3.02658669976348e-17,0,0.00116144018583043,0.0395852968897267,0.166666666666667,1,6,1,1,0.0185535514718551,3,3,3.06003124186977e-17,1.89705855002686e-16,0,0.0249554367201426,0,1,7,2,1,0.0141059916202369,3,5,2.96780555031737e-17,0,0.00696864111498258,0.0282637954239569,0,2,7,2,1,0.0128970000564141,4,5,0.00224652233846937,0.000667136376700277,0.00232288037166086,0.0269058295964126,0.333333333333333,1,8,3,1,0.00872261059268972,3,10,0.0025227743630765,0.227433203903666,0.00696864111498258,0.0319391634980989,0.166666666666667,2,7,2,1,0.0229316349747473,5,4,0,0,0.00193573364305072,0.0249851279000595,0.333333333333333,3,7,2,1,0.0201948832119229,5,4,0.000236032653969999,0.000750775811726286,0.0184862562911343,0.0365535248041775,0.2,2,5,3,2,0.06561449786208,5,5,0.327070678809831,1,0.00522648083623693,0.026266416510319,0.2,"RSpring.2","2",NA,"1","1"
142,5.93,3.35,2.15,7.86,2,18,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2,29,3,1,2,1,1,18,1,1,4,4,6,19.959,18.048,26.366,15.021,3.1524,2.3681,3.2433,11.007,73.24,548.83,1086.7,257.7,3.5307,6.8221,0.38103,5.0482,1.0355,2.0846,2.2635,2.2945,1.9045,3.5457,1.8091,5.6137,3.3666,2.0304,3.5983,3.133,0.82843,27.722,7.7486,1.6623,0.60639,0.26009,0.39663,1.6487,1.3863,1.6864,4.9286,2.0794,1.6094,0.69315,0.69315,1.6094,"RSpring",2,3,7,2,2,0.0257942568354047,6,6,0,1.44167038652702e-16,0.0211962833914053,0.0521091811414392,0.1,1,5,1,1,0.00686266957053666,2,4,3.02658669976348e-17,0,0,0.0408958130477118,0,1,4,1,0,0.00849984576804361,2,3,6.12006248373953e-17,2.21323497503134e-16,0,0.024376088218224,1,1,3,1,0,0.00646230741102101,2,3,0,0,0.00116144018583043,0.024376088218224,0,1,7,2,1,0.00800686781082926,2,6,0.000129693507572901,0,0.00232288037166086,0.029126213592233,0,1,7,2,1,0.00802486741522066,2,6,0.00241566154408064,0,0.00174216027874564,0.0283400809716599,0,1,6,1,0,0.0129446813441788,3,3,0,0,0.0139372822299652,0.024376088218224,0,3,8,3,1,0.0205271093560166,7,7,0.0224408708099128,0.000796065526206991,0.0410375532326752,0.0412573673870334,0.0666666666666667,0,1,0,0,0.012333177165913,1,1,1.66344644796e-17,0,0,0.0232558139534884,NA,"RSpring.2","2",NA,"1","1"
143,5.65,3.37,2.06,6.35,3,18,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2,5,1,1,2,0,1,18,1,1,4,4,9,39.465,21.616,20.203,16.592,2.5125,2.0928,2.9189,9.0569,51.163,489.25,1341.4,232.19,4.3168,6.8221,0.38103,4.0826,0.90821,2.0846,2.0805,2.6801,1.6644,3.5457,2.1958,5.6137,3.9627,1.4031,3.4148,2.2168,0.98112,9.2553,4.3439,0.89491,0.7736,0.33475,0.35238,1.6014,1.6864,1.5686,4.9286,1.9459,1.3863,0.69315,0.69315,2.1972,"RSpring",2,1,7,3,1,0.0145945204141269,4,8,0,3.24375836968578e-16,0.0079849012775842,0.053030303030303,0.166666666666667,1,7,3,1,0.00989293925103336,2,7,9.07976009929044e-17,0,0.0116144018583043,0.041708043694141,0,0,4,2,0,0.00596480404774991,1,4,0,1.89705855002686e-16,0,0.0249851279000595,1,0,6,2,0,0.00453495256913755,1,5,2.96780555031737e-17,0,0,0.0276134122287968,0,1,7,2,1,0.00800686781082926,2,5,1.22833905086881e-16,0.000641921104513497,0.00232288037166086,0.029126213592233,0,1,5,2,1,0.00802486741522066,2,5,1.2699398111142e-16,0.0122954486299355,0.00232288037166086,0.0283592167454423,0,0,6,2,0,0.00554875722444463,1,6,8.23170253451046e-17,0,0,0.0546163849154746,0,0,6,2,0,0.00433171078370958,1,6,0,0.00532266583277422,0,0.0427698574338086,1,4,5,2,1,0.094443861842577,7,6,1,0.233072233793676,0.0127758420441347,0.026266416510319,0.133333333333333,"RSpring.2","2",NA,"1","1"
145,6.19,2.81,1.59,7.53,2,19,0,NA,NA,NA,1,NA,1,NA,NA,NA,NA,15,2,NA,3,0,1,19,1,2,4,4,9,19.959,20.423,27.937,15.021,1.7075,0.79217,2.7052,3.4064,20.104,119.51,434.39,105.26,1.0135,13.726,0.38103,2.38,0.54254,1.303,3.0348,1.539,1.7456,4.5943,1.6563,1.5471,2.8072,2.0304,2.2334,1.5814,1.5448,17.958,1.619,1.5157,1.0224,0.62097,0.41099,1.4159,1.5261,1.2809,4.9286,1.7918,0.69315,0.69315,0.69315,2.9444,"RSpring",2,1,4,1,0,0.00731741920450117,4,6,3.00449681231681e-17,9.01043991579385e-17,0.00566202090592335,0.052896725440806,0,1,1,1,0,0.00787953826287593,3,4,1.51329334988174e-17,0,0.00609756097560976,0.0368098159509202,0,1,1,1,0,0.0110348874883373,2,3,6.12006248373953e-17,2.21323497503134e-16,0.00116144018583043,0.024376088218224,0,1,1,1,0,0.0116661654841063,3,3,0,0,0.00348432055749129,0.0249554367201426,0,1,1,0,0,0.00933643718383908,3,1,0.000119839991022032,0,0,0.0232558139534884,NA,1,3,2,0,0.00592168341348158,2,8,2.25548686270655e-06,0.000604149774464142,0.00435540069686411,0.0338709677419355,0,1,2,2,0,0.00870108719968725,4,7,0,0.250803441218843,0.0447154471544715,0.0276679841897233,0,1,1,1,0,0.0217562046198531,6,6,0,0.00481375488135414,0.0845915602013163,0.0347682119205298,0,0,1,1,0,0.012333177165913,1,2,1.66344644796e-17,2.21115008395831e-17,0,0.0238095238095238,NA,"RSpring.2","2",NA,"1","1"
146,7.33,2.17,2.35,9.56,2,18,1,NA,NA,NA,NA,NA,NA,NA,1,NA,7,44,6,9,2,0,1,18,1,1,4,4,9,25.79,24.013,32.717,4.8068,5.4778,4.3314,2.9189,9.7142,79.204,612.37,1341.4,266.35,3.3775,10.159,0.38103,6.0864,0.65934,2.3034,4.0822,2.4225,1.5819,3.9889,2.9071,7.1943,4.5948,2.0304,4.3685,2.6655,0.58781,16.285,9.6733,1.056,0.63627,0.44709,0.48012,1.6563,1.6487,1.6487,4.9286,1.9459,1.3863,0.69315,0,0,"RSpring",2,5,8,5,5,0.0243841732269151,11,13,0,6.48751673937157e-16,0.0343979868370112,0.0553359683794466,0.155555555555556,4,7,5,4,0.0207809637892454,8,10,2.42126935981078e-16,0,0.0109368950832365,0.0377358490566038,0.194444444444444,4,3,2,2,0.0429047093965943,6,6,6.12006248373953e-17,7.58823420010744e-16,0.024390243902439,0.0337078651685393,0.133333333333333,4,7,4,4,0.0297541839002132,6,8,0,1.22911692208937e-16,0.0223577235772358,0.0361757105943152,0.142857142857143,4,7,5,4,0.035362991962002,7,9,0.000719897188411273,0.00124038458321908,0.0190669763840496,0.0363636363636364,0.166666666666667,4,7,5,4,0.0382101445344965,8,9,0.000262288180698051,0.000236634681314518,0.0278745644599303,0.032967032967033,0.194444444444444,5,8,3,2,0.0271907752386058,8,9,0,0,0.0665892373209446,0.0532994923857868,0.178571428571429,5,7,5,5,0.0728126007501097,11,9,0.0273347176529816,0.0277286747916821,0.0499419279907085,0.0351758793969849,0.155555555555556,0,0,0,0,0.012333177165913,1,1,1.66344644796e-17,0,0,0.0232558139534884,NA,"RSpring.2","2",NA,"1","1"
147,6.59,4.32,1.87,0,3,19,1,NA,NA,NA,NA,NA,NA,1,NA,NA,6,47,9,2,2,1,1,19,1,3,1,2,3,6.6427,20.423,31.113,21.427,1.9032,4.078,3.5721,9.7142,41.249,827.44,434.39,211.44,4.4779,0,0.30534,0.85846,1.577,2.3034,3.443,2.1671,2.2846,3.2556,0.76561,7.1943,3.3666,2.0304,3.9762,3.6183,2.0226,0,0,2.6202,1.2215,0.74554,0.36733,1.1119,1.0986,1.0986,2.9153,1.7918,0,0,0,0,"RSpring",2,2,5,3,1,0.00697851457936432,4,6,0,2.52292317642228e-16,0.00290360046457607,0.060781476121563,0.3,1,4,2,1,0.00735873818618905,3,5,0,0,0,0.0395852968897267,0.333333333333333,1,4,2,1,0.0185535514718551,3,4,0,2.52941140003581e-16,0.00116144018583043,0.0249851279000595,0,1,3,1,1,0.0141059916202369,3,3,8.90341665095211e-17,0,0,0.0280373831775701,0,2,4,2,1,0.0099659314179614,4,4,0.0432746161811289,0.000545156930310038,0.00348432055749129,0.0268542199488491,0.166666666666667,1,5,1,1,0.00872261059268972,3,4,0.00252277436307646,0.00965643696080289,0,0.0315552216378663,0,2,6,2,0,0.0179692538494942,8,4,0,0,0.0166473093302362,0.0255941499085923,0.166666666666667,0,5,3,0,0.00433171078370958,1,6,0,9.97448139020388e-05,0,0.0440713536201469,0.333333333333333,0,4,1,0,0.012333177165913,1,3,1.66344644796e-17,5.97010522668743e-16,0,0.024376088218224,NA,"RSpring.2","2",NA,"1","1"
201,6.42,4.46,1.84,0.94,3,18,0,NA,NA,NA,NA,1,NA,NA,NA,1,NA,47,9,6,2,1,1,18,1,3,2,2,4,3.6509,21.616,27.937,26.428,2.1027,1.6718,2.4937,5.6285,51.163,612.37,584.98,191.2,4.3168,1.1086,0.076765,4.5562,1.0355,0.95876,4.3022,3.2014,1.9045,3.4001,1.1309,6.3804,2.8072,2.3552,3.7855,4.1207,1.6437,2.8815,3.839,1.5157,1.0224,0.47674,0.30627,1.4907,1.6094,1.335,4.9286,1.9459,1.3863,0.69315,0,0,"TFall",2,1,1,0,0,0.00680761923958693,6,1,0.104888041244591,0,0,0.0217391304347826,NA,1,1,0,0,0.00673480409461062,6,1,0.177919257379813,1.55355243086719e-17,0,0.0217391304347826,NA,1,0,0,0,0.0100563199567659,3,1,0.211563122450609,9.50154376400478e-18,0,0.0217391304347826,NA,1,0,0,0,0.00654199878012828,3,1,0.24144876050085,3.54201224780754e-17,0,0.0217391304347826,NA,1,0,0,0,0.00596511946397383,5,1,0.184237386661796,0,0,0.0217391304347826,NA,0,0,0,0,0.00489515066254864,1,1,0,0,0,0.0217391304347826,NA,1,0,0,0,0.00569865206520691,3,1,0.147437008786246,0,0,0.0217391304347826,NA,1,0,0,0,0.00548409212954392,3,1,0.11955730259064,0,0,0.0217391304347826,NA,0,0,0,0,0.0140039974118862,1,1,0,0,0,0.0217391304347826,NA,"TFall.2","2",NA,"1","1"
202,7,2.6,2.37,9.56,1,19,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,7,1,2,1,1,0,3,0,6,4,4,9,25.79,21.616,29.52,11.953,4.5147,3.4343,4.6972,12.273,67.451,827.44,1481.1,292.72,2.4886,8.4592,0.45648,5.301,0.81495,2.3034,5.2158,3.3329,0.96393,4.1388,2.8272,6.3804,5.2623,3.3688,5.1955,1.9998,0.58781,25.578,9.0162,1.1349,0.57559,0.35646,0.43917,1.6639,1.6864,1.5686,7.2464,2.0794,1.6094,0.69315,0.69315,0.69315,"TFall",2,1,6,4,0,0.00703654017094264,6,11,0.00486204694756688,0.724484808602903,0.0384758297258297,0.105882352941176,0.6,0,6,4,0,0.00465146526091578,1,12,1.32230323811601e-16,0.819008572047979,0,0.07223113964687,0.833333333333333,0,2,1,0,0.00792843817647485,1,2,0,0.298597260743793,0,0.0222222222222222,NA,0,3,0,0,0.00555584068425437,1,1,0,3.54201224780754e-17,0,0.0217391304347826,NA,0,2,0,0,0.00447413782973378,1,1,1.30259124911791e-17,0,0,0.0217391304347826,NA,0,2,0,0,0.00489515066254864,1,1,0,0,0,0.0217391304347826,NA,0,2,0,0,0.00487943355982982,1,1,0,0,0,0.0217391304347826,NA,0,3,1,0,0.00467782898641273,1,4,0,0.3128467215324,0,0.0740131578947368,NA,0,0,0,0,0.0140039974118862,1,1,0,0,0,0.0217391304347826,NA,"TFall.2","2",NA,"1","1"
203,6.06,3.95,2.52,9.07,2,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,44,6,5,2,1,0,15,1,1,4,3,3,10.371,15.689,29.52,21.427,4.0492,2.6395,2.2844,11.643,73.24,489.25,256.98,215.55,2.2045,10.159,0.30534,6.357,1.1505,2.736,3.8656,2.9398,1.9825,2.1428,2.9071,8.0554,2.8072,3.3688,4.7749,4.378,0.58781,27.722,10.345,1.2129,0.51101,0.13063,0.42517,1.6487,1.7228,1.6094,7.2464,2.0794,1.0986,0,0,0,"TFall",2,0,3,1,0,0.00449203570908382,1,4,5.95170938184936e-18,0.00594770836263222,0,0.110565110565111,NA,0,2,1,0,0.00465146526091578,1,4,3.30575809529003e-17,0.00178178891999697,0,0.0617283950617284,NA,0,1,0,0,0.00792843817647485,1,1,0,9.50154376400478e-18,0,0.0217391304347826,NA,0,1,0,0,0.00555584068425437,1,1,0,3.54201224780754e-17,0,0.0217391304347826,NA,0,1,0,0,0.00447413782973378,1,1,1.30259124911791e-17,0,0,0.0217391304347826,NA,0,1,0,0,0.00489515066254864,1,1,0,0,0,0.0217391304347826,NA,0,2,0,0,0.00487943355982982,1,1,0,0,0,0.0217391304347826,NA,0,1,1,0,0.00467782898641273,1,3,0,0.00019814866603645,0,0.0617283950617284,NA,1,1,0,0,0.0259073952119895,2,1,0,0,0,0.0217391304347826,NA,"TFall.2","2",NA,"1","1"
204,6.6,4.55,1.65,3.75,3,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,44,6,1,2,1,1,18,1,2,2,2,8,19.959,19.233,29.52,24.744,4.7516,4.078,3.5721,10.364,32.14,991.8,971.24,240.62,5.4698,5.2557,0.15323,2.5756,1.2214,1.189,4.0822,2.4225,2.2104,3.4001,0.76561,4.2207,3.3666,1.4031,2.8861,4.1207,1.6437,6.0532,3.839,2.2226,0.98149,0.62838,0.33722,1.4255,1.4816,1.4816,2.9153,1.7918,0.69315,0,0,0,"TFall",2,4,4,4,4,0.0309569845556898,13,11,0.182756069894015,0.156345123436543,0.0375434904601571,0.11166253101737,0.142857142857143,4,3,3,3,0.0441215890185019,13,9,0.131822979066883,0.0880541227975103,0.101153198653199,0.0635593220338983,0.19047619047619,3,2,2,2,0.0542436401421939,6,5,0.380148444038832,0.0690916495009514,0.0101010101010101,0.0249169435215947,0.1,3,1,1,1,0.100116883379847,7,2,0,0,0.00505050505050505,0.0222222222222222,0,5,3,2,2,0.0603889708526241,10,8,0.0490482964246999,0.0400493134928896,0.0372053872053872,0.0290885585003232,0.19047619047619,4,4,4,2,0.0401643564779616,8,8,0.272401139241517,0.119456581083648,0.130555555555556,0.0407608695652174,0.142857142857143,8,1,1,1,0.189485879978197,15,2,0.492241514578931,0.0124167067350964,0.00888888888888889,0.0222222222222222,0.0555555555555556,4,4,4,2,0.0301016866205809,10,10,0.230031215420837,0.249990485967037,0.0283754208754209,0.0725806451612903,0.214285714285714,0,0,0,0,0.0140039974118862,1,1,0,0,0,0.0217391304347826,NA,"TFall.2","2",NA,"1","1"
205,6.78,4.27,1.5,0.15,2,18,1,NA,NA,NA,NA,NA,1,NA,NA,NA,6,5,1,2,3,1,0,0,0,1,3,3,1,0,22.813,27.937,23.077,4.7516,1.8133,3.2433,7.0324,61.839,548.83,670.62,207.35,3.5307,0,0.45648,2.9817,1.2554,1.0742,3.8656,2.8097,2.3579,2.9701,2.2739,2.4791,0.954,1.1018,1.5032,3.6183,1.611,4.3163,1.2418,1.877,1.0807,0.65547,0.32186,1.5085,1.3863,1.6864,2.9153,1.9459,0,0.69315,0,0,"TFall",2,4,8,6,3,0.0179612079660622,9,15,0.0220301401800616,0.0393777718908753,0.124478314894982,0.11166253101737,0.155555555555556,4,8,5,3,0.0183052283005057,8,9,0.0359042450263136,0.0517345016844874,0.202272727272727,0.0664697193500739,0.166666666666667,3,3,2,1,0.0288710715119845,8,3,0.132562024842328,0.0423720458752948,0.00404040404040404,0.0227272727272727,0.3,2,4,3,1,0.0196850011885181,6,7,0.0424460159141377,0.0062764799288165,0.0388888888888889,0.0255681818181818,0.3,5,7,5,3,0.0165007511217612,12,11,0.420134621242502,0.134617319479321,0.0909090909090909,0.0631136044880785,0.133333333333333,4,6,4,2,0.0241445106720743,12,10,0.223395385850997,0.174781560358239,0.142424242424242,0.0403587443946188,0.178571428571429,3,4,3,1,0.00972997730487035,8,11,0.183080226710225,0.123220682574616,0.0372895622895623,0.0360576923076923,0.333333333333333,2,5,3,1,0.0278592460442763,10,7,0.0619038817626796,0.0517793591429575,0.0507575757575758,0.0713153724247227,0.3,0,0,0,0,0.0140039974118862,1,1,0,0,0,0.0217391304347826,NA,"TFall.2","2",NA,"1","1"
